generation_no,run_desc,population_size,Sum of fitness
110,Improved Algorithm,120,80
110,Standard Algorithm,15,-315
110,Standard Algorithm,30,-70
110,Standard Algorithm,60,-20
110,Standard Algorithm,120,0
111,Improved Algorithm,15,-195
111,Improved Algorithm,30,15
111,Improved Algorithm,60,35
111,Improved Algorithm,120,80
111,Standard Algorithm,15,-315
111,Standard Algorithm,30,-70
111,Standard Algorithm,60,-20
111,Standard Algorithm,120,0
112,Improved Algorithm,15,-190
112,Improved Algorithm,30,20
112,Improved Algorithm,60,35
112,Improved Algorithm,120,80
112,Standard Algorithm,15,-315
112,Standard Algorithm,30,-70
112,Standard Algorithm,60,-15
112,Standard Algorithm,120,10
113,Improved Algorithm,15,-190
113,Improved Algorithm,30,20
113,Improved Algorithm,60,35
113,Improved Algorithm,120,80
113,Standard Algorithm,15,-315
113,Standard Algorithm,30,-55
113,Standard Algorithm,60,-15
113,Standard Algorithm,120,10
114,Improved Algorithm,15,-190
114,Improved Algorithm,30,20
114,Improved Algorithm,60,35
114,Improved Algorithm,120,80
114,Standard Algorithm,15,-315
114,Standard Algorithm,30,-55
114,Standard Algorithm,60,-15
114,Standard Algorithm,120,10
115,Improved Algorithm,15,-190
115,Improved Algorithm,30,20
115,Improved Algorithm,60,35
115,Improved Algorithm,120,80
115,Standard Algorithm,15,-315
115,Standard Algorithm,30,-55
115,Standard Algorithm,60,-15
115,Standard Algorithm,120,10
116,Improved Algorithm,15,-190
116,Improved Algorithm,30,25
116,Improved Algorithm,60,35
116,Improved Algorithm,120,85
116,Standard Algorithm,15,-315
116,Standard Algorithm,30,-50
116,Standard Algorithm,60,-15
116,Standard Algorithm,120,10
117,Improved Algorithm,15,-190
117,Improved Algorithm,30,25
117,Improved Algorithm,60,35
117,Improved Algorithm,120,85
117,Standard Algorithm,15,-315
117,Standard Algorithm,30,-45
117,Standard Algorithm,60,-15
117,Standard Algorithm,120,15
118,Improved Algorithm,15,-190
118,Improved Algorithm,30,25
118,Improved Algorithm,60,35
118,Improved Algorithm,120,85
118,Standard Algorithm,15,-315
118,Standard Algorithm,30,-45
118,Standard Algorithm,60,-15
118,Standard Algorithm,120,15
119,Improved Algorithm,15,-190
119,Improved Algorithm,30,25
119,Improved Algorithm,60,35
119,Improved Algorithm,120,85
119,Standard Algorithm,15,-315
119,Standard Algorithm,30,-45
119,Standard Algorithm,60,-15
119,Standard Algorithm,120,15
120,Improved Algorithm,15,-190
120,Improved Algorithm,30,25
120,Improved Algorithm,60,50
120,Improved Algorithm,120,85
120,Standard Algorithm,15,-315
120,Standard Algorithm,30,-45
120,Standard Algorithm,60,-15
120,Standard Algorithm,120,15
121,Improved Algorithm,15,-190
121,Improved Algorithm,30,25
121,Improved Algorithm,60,50
121,Improved Algorithm,120,85
121,Standard Algorithm,15,-315
121,Standard Algorithm,30,-45
121,Standard Algorithm,60,-15
121,Standard Algorithm,120,15
122,Improved Algorithm,15,-190
122,Improved Algorithm,30,25
122,Improved Algorithm,60,50
122,Improved Algorithm,120,85
122,Standard Algorithm,15,-315
122,Standard Algorithm,30,-45
122,Standard Algorithm,60,-15
122,Standard Algorithm,120,15
123,Improved Algorithm,15,-190
123,Improved Algorithm,30,25
123,Improved Algorithm,60,55
123,Improved Algorithm,120,85
123,Standard Algorithm,15,-315
123,Standard Algorithm,30,-45
123,Standard Algorithm,60,-15
123,Standard Algorithm,120,25
124,Improved Algorithm,15,-190
124,Improved Algorithm,30,25
124,Improved Algorithm,60,55
124,Improved Algorithm,120,85
124,Standard Algorithm,15,-315
124,Standard Algorithm,30,-40
124,Standard Algorithm,60,-15
124,Standard Algorithm,120,25
125,Improved Algorithm,15,-190
125,Improved Algorithm,30,25
125,Improved Algorithm,60,55
125,Improved Algorithm,120,85
125,Standard Algorithm,15,-315
125,Standard Algorithm,30,-40
125,Standard Algorithm,60,-15
125,Standard Algorithm,120,25
126,Improved Algorithm,15,-190
126,Improved Algorithm,30,25
126,Improved Algorithm,60,55
126,Improved Algorithm,120,85
126,Standard Algorithm,15,-315
126,Standard Algorithm,30,-40
126,Standard Algorithm,60,-5
126,Standard Algorithm,120,25
127,Improved Algorithm,15,-190
127,Improved Algorithm,30,25
127,Improved Algorithm,60,55
127,Improved Algorithm,120,85
127,Standard Algorithm,15,-315
127,Standard Algorithm,30,-40
127,Standard Algorithm,60,-5
127,Standard Algorithm,120,25
128,Improved Algorithm,15,-190
128,Improved Algorithm,30,25
128,Improved Algorithm,60,55
128,Improved Algorithm,120,85
128,Standard Algorithm,15,-315
128,Standard Algorithm,30,-40
128,Standard Algorithm,60,-5
128,Standard Algorithm,120,25
129,Improved Algorithm,15,-190
129,Improved Algorithm,30,25
129,Improved Algorithm,60,65
129,Improved Algorithm,120,85
129,Standard Algorithm,15,-315
129,Standard Algorithm,30,-40
129,Standard Algorithm,60,0
129,Standard Algorithm,120,25
130,Improved Algorithm,15,-190
130,Improved Algorithm,30,25
130,Improved Algorithm,60,65
130,Improved Algorithm,120,85
130,Standard Algorithm,15,-315
130,Standard Algorithm,30,-40
130,Standard Algorithm,60,0
130,Standard Algorithm,120,25
131,Improved Algorithm,15,-190
131,Improved Algorithm,30,25
131,Improved Algorithm,60,65
131,Improved Algorithm,120,85
131,Standard Algorithm,15,-315
131,Standard Algorithm,30,-40
131,Standard Algorithm,60,0
131,Standard Algorithm,120,25
132,Improved Algorithm,15,-190
132,Improved Algorithm,30,25
132,Improved Algorithm,60,65
132,Improved Algorithm,120,90
132,Standard Algorithm,15,-315
132,Standard Algorithm,30,-40
132,Standard Algorithm,60,0
132,Standard Algorithm,120,25
133,Improved Algorithm,15,-190
133,Improved Algorithm,30,25
133,Improved Algorithm,60,65
133,Improved Algorithm,120,90
133,Standard Algorithm,15,-315
133,Standard Algorithm,30,-40
133,Standard Algorithm,60,0
133,Standard Algorithm,120,25
134,Improved Algorithm,15,-190
134,Improved Algorithm,30,25
134,Improved Algorithm,60,65
134,Improved Algorithm,120,90
134,Standard Algorithm,15,-315
134,Standard Algorithm,30,-40
134,Standard Algorithm,60,0
134,Standard Algorithm,120,25
135,Improved Algorithm,15,-190
135,Improved Algorithm,30,25
135,Improved Algorithm,60,65
135,Improved Algorithm,120,90
135,Standard Algorithm,15,-315
135,Standard Algorithm,30,-40
135,Standard Algorithm,60,0
135,Standard Algorithm,120,25
136,Improved Algorithm,15,-190
136,Improved Algorithm,30,25
136,Improved Algorithm,60,65
136,Improved Algorithm,120,90
136,Standard Algorithm,15,-315
136,Standard Algorithm,30,-40
136,Standard Algorithm,60,0
136,Standard Algorithm,120,25
137,Improved Algorithm,15,-190
137,Improved Algorithm,30,25
137,Improved Algorithm,60,65
137,Improved Algorithm,120,90
137,Standard Algorithm,15,-315
137,Standard Algorithm,30,-40
137,Standard Algorithm,60,0
137,Standard Algorithm,120,25
138,Improved Algorithm,15,-190
138,Improved Algorithm,30,30
138,Improved Algorithm,60,65
138,Improved Algorithm,120,90
138,Standard Algorithm,15,-315
138,Standard Algorithm,30,-40
138,Standard Algorithm,60,0
138,Standard Algorithm,120,25
139,Improved Algorithm,15,-190
139,Improved Algorithm,30,30
139,Improved Algorithm,60,65
139,Improved Algorithm,120,90
139,Standard Algorithm,15,-315
139,Standard Algorithm,30,-40
139,Standard Algorithm,60,0
139,Standard Algorithm,120,25
140,Improved Algorithm,15,-190
140,Improved Algorithm,30,30
140,Improved Algorithm,60,65
140,Improved Algorithm,120,90
140,Standard Algorithm,15,-315
140,Standard Algorithm,30,-40
140,Standard Algorithm,60,0
140,Standard Algorithm,120,25
141,Improved Algorithm,15,-190
141,Improved Algorithm,30,30
141,Improved Algorithm,60,65
141,Improved Algorithm,120,90
141,Standard Algorithm,15,-315
141,Standard Algorithm,30,-40
141,Standard Algorithm,60,0
141,Standard Algorithm,120,30
142,Improved Algorithm,15,-190
142,Improved Algorithm,30,30
142,Improved Algorithm,60,65
142,Improved Algorithm,120,90
142,Standard Algorithm,15,-315
142,Standard Algorithm,30,-40
142,Standard Algorithm,60,0
142,Standard Algorithm,120,30
143,Improved Algorithm,15,-190
143,Improved Algorithm,30,35
143,Improved Algorithm,60,65
143,Improved Algorithm,120,90
143,Standard Algorithm,15,-315
143,Standard Algorithm,30,-40
143,Standard Algorithm,60,0
143,Standard Algorithm,120,30
144,Improved Algorithm,15,-190
144,Improved Algorithm,30,35
144,Improved Algorithm,60,65
144,Improved Algorithm,120,95
144,Standard Algorithm,15,-315
144,Standard Algorithm,30,-40
144,Standard Algorithm,60,5
144,Standard Algorithm,120,30
145,Improved Algorithm,15,-190
145,Improved Algorithm,30,35
145,Improved Algorithm,60,65
145,Improved Algorithm,120,95
145,Standard Algorithm,15,-315
145,Standard Algorithm,30,-40
145,Standard Algorithm,60,5
145,Standard Algorithm,120,30
146,Improved Algorithm,15,-190
146,Improved Algorithm,30,35
146,Improved Algorithm,60,70
146,Improved Algorithm,120,95
146,Standard Algorithm,15,-315
146,Standard Algorithm,30,-40
146,Standard Algorithm,60,5
146,Standard Algorithm,120,30
147,Improved Algorithm,15,-190
147,Improved Algorithm,30,35
147,Improved Algorithm,60,70
147,Improved Algorithm,120,95
147,Standard Algorithm,15,-315
147,Standard Algorithm,30,-40
147,Standard Algorithm,60,5
147,Standard Algorithm,120,40
148,Improved Algorithm,15,-190
148,Improved Algorithm,30,35
148,Improved Algorithm,60,70
148,Improved Algorithm,120,95
148,Standard Algorithm,15,-315
148,Standard Algorithm,30,-40
148,Standard Algorithm,60,5
148,Standard Algorithm,120,40
149,Improved Algorithm,15,-190
149,Improved Algorithm,30,35
149,Improved Algorithm,60,70
149,Improved Algorithm,120,95
149,Standard Algorithm,15,-315
149,Standard Algorithm,30,-40
149,Standard Algorithm,60,10
149,Standard Algorithm,120,40
150,Improved Algorithm,15,-190
150,Improved Algorithm,30,35
150,Improved Algorithm,60,70
150,Improved Algorithm,120,95
150,Standard Algorithm,15,-315
150,Standard Algorithm,30,-40
150,Standard Algorithm,60,10
150,Standard Algorithm,120,40
151,Improved Algorithm,15,-190
151,Improved Algorithm,30,35
151,Improved Algorithm,60,70
151,Improved Algorithm,120,95
151,Standard Algorithm,15,-315
151,Standard Algorithm,30,-40
151,Standard Algorithm,60,10
151,Standard Algorithm,120,45
152,Improved Algorithm,15,-190
152,Improved Algorithm,30,35
152,Improved Algorithm,60,70
152,Improved Algorithm,120,95
152,Standard Algorithm,15,-315
152,Standard Algorithm,30,-40
152,Standard Algorithm,60,10
152,Standard Algorithm,120,45
153,Improved Algorithm,15,-190
153,Improved Algorithm,30,35
153,Improved Algorithm,60,70
153,Improved Algorithm,120,95
153,Standard Algorithm,15,-315
153,Standard Algorithm,30,-40
153,Standard Algorithm,60,10
153,Standard Algorithm,120,45
154,Improved Algorithm,15,-190
154,Improved Algorithm,30,35
154,Improved Algorithm,60,70
154,Improved Algorithm,120,95
154,Standard Algorithm,15,-315
154,Standard Algorithm,30,-40
154,Standard Algorithm,60,10
154,Standard Algorithm,120,45
155,Improved Algorithm,15,-190
155,Improved Algorithm,30,35
155,Improved Algorithm,60,70
155,Improved Algorithm,120,95
155,Standard Algorithm,15,-315
155,Standard Algorithm,30,-40
155,Standard Algorithm,60,10
155,Standard Algorithm,120,45
156,Improved Algorithm,15,-190
156,Improved Algorithm,30,35
156,Improved Algorithm,60,70
156,Improved Algorithm,120,95
156,Standard Algorithm,15,-315
156,Standard Algorithm,30,-40
156,Standard Algorithm,60,10
156,Standard Algorithm,120,45
157,Improved Algorithm,15,-190
157,Improved Algorithm,30,35
157,Improved Algorithm,60,70
157,Improved Algorithm,120,95
157,Standard Algorithm,15,-315
157,Standard Algorithm,30,-40
157,Standard Algorithm,60,10
157,Standard Algorithm,120,45
158,Improved Algorithm,15,-190
158,Improved Algorithm,30,40
158,Improved Algorithm,60,70
158,Improved Algorithm,120,95
158,Standard Algorithm,15,-315
158,Standard Algorithm,30,-40
158,Standard Algorithm,60,15
158,Standard Algorithm,120,45
159,Improved Algorithm,15,-190
159,Improved Algorithm,30,45
159,Improved Algorithm,60,80
159,Improved Algorithm,120,95
159,Standard Algorithm,15,-315
159,Standard Algorithm,30,-40
159,Standard Algorithm,60,15
159,Standard Algorithm,120,45
160,Improved Algorithm,15,-190
160,Improved Algorithm,30,45
160,Improved Algorithm,60,80
160,Improved Algorithm,120,95
160,Standard Algorithm,15,-315
160,Standard Algorithm,30,-25
160,Standard Algorithm,60,15
160,Standard Algorithm,120,45
161,Improved Algorithm,15,-190
161,Improved Algorithm,30,45
161,Improved Algorithm,60,80
161,Improved Algorithm,120,95
161,Standard Algorithm,15,-315
161,Standard Algorithm,30,-25
161,Standard Algorithm,60,15
161,Standard Algorithm,120,45
162,Improved Algorithm,15,-190
162,Improved Algorithm,30,45
162,Improved Algorithm,60,80
162,Improved Algorithm,120,95
162,Standard Algorithm,15,-315
162,Standard Algorithm,30,-25
162,Standard Algorithm,60,15
162,Standard Algorithm,120,45
163,Improved Algorithm,15,-190
163,Improved Algorithm,30,45
163,Improved Algorithm,60,80
163,Improved Algorithm,120,95
163,Standard Algorithm,15,-315
163,Standard Algorithm,30,-25
163,Standard Algorithm,60,15
163,Standard Algorithm,120,45
164,Improved Algorithm,15,-190
164,Improved Algorithm,30,45
164,Improved Algorithm,60,80
164,Improved Algorithm,120,95
164,Standard Algorithm,15,-315
164,Standard Algorithm,30,-25
164,Standard Algorithm,60,15
164,Standard Algorithm,120,45
165,Improved Algorithm,15,-190
165,Improved Algorithm,30,45
165,Improved Algorithm,60,80
165,Improved Algorithm,120,95
165,Standard Algorithm,15,-315
165,Standard Algorithm,30,-15
165,Standard Algorithm,60,15
165,Standard Algorithm,120,45
166,Improved Algorithm,15,-190
166,Improved Algorithm,30,45
166,Improved Algorithm,60,80
166,Improved Algorithm,120,95
166,Standard Algorithm,15,-315
166,Standard Algorithm,30,-15
166,Standard Algorithm,60,15
166,Standard Algorithm,120,55
167,Improved Algorithm,15,-190
167,Improved Algorithm,30,45
167,Improved Algorithm,60,80
167,Improved Algorithm,120,95
167,Standard Algorithm,15,-315
167,Standard Algorithm,30,-15
167,Standard Algorithm,60,15
167,Standard Algorithm,120,55
168,Improved Algorithm,15,-190
168,Improved Algorithm,30,45
168,Improved Algorithm,60,80
168,Improved Algorithm,120,95
168,Standard Algorithm,15,-315
168,Standard Algorithm,30,-15
168,Standard Algorithm,60,20
168,Standard Algorithm,120,55
169,Improved Algorithm,15,-190
169,Improved Algorithm,30,45
169,Improved Algorithm,60,80
169,Improved Algorithm,120,95
169,Standard Algorithm,15,-315
169,Standard Algorithm,30,-15
169,Standard Algorithm,60,20
169,Standard Algorithm,120,55
170,Improved Algorithm,15,-190
170,Improved Algorithm,30,45
170,Improved Algorithm,60,80
170,Improved Algorithm,120,95
170,Standard Algorithm,15,-315
170,Standard Algorithm,30,-10
170,Standard Algorithm,60,20
170,Standard Algorithm,120,55
171,Improved Algorithm,15,-190
171,Improved Algorithm,30,45
171,Improved Algorithm,60,80
171,Improved Algorithm,120,95
171,Standard Algorithm,15,-315
171,Standard Algorithm,30,-10
171,Standard Algorithm,60,20
171,Standard Algorithm,120,55
172,Improved Algorithm,15,-190
172,Improved Algorithm,30,45
172,Improved Algorithm,60,80
172,Improved Algorithm,120,95
172,Standard Algorithm,15,-315
172,Standard Algorithm,30,-10
172,Standard Algorithm,60,20
172,Standard Algorithm,120,55
173,Improved Algorithm,15,-190
173,Improved Algorithm,30,45
173,Improved Algorithm,60,80
173,Improved Algorithm,120,95
173,Standard Algorithm,15,-315
173,Standard Algorithm,30,-10
173,Standard Algorithm,60,20
173,Standard Algorithm,120,55
174,Improved Algorithm,15,-190
174,Improved Algorithm,30,45
174,Improved Algorithm,60,80
174,Improved Algorithm,120,95
174,Standard Algorithm,15,-315
174,Standard Algorithm,30,-10
174,Standard Algorithm,60,20
174,Standard Algorithm,120,55
175,Improved Algorithm,15,-190
175,Improved Algorithm,30,45
175,Improved Algorithm,60,80
175,Improved Algorithm,120,95
175,Standard Algorithm,15,-315
175,Standard Algorithm,30,-10
175,Standard Algorithm,60,20
175,Standard Algorithm,120,55
176,Improved Algorithm,15,-190
176,Improved Algorithm,30,45
176,Improved Algorithm,60,80
176,Improved Algorithm,120,95
176,Standard Algorithm,15,-315
176,Standard Algorithm,30,-5
176,Standard Algorithm,60,20
176,Standard Algorithm,120,55
177,Improved Algorithm,15,-190
177,Improved Algorithm,30,45
177,Improved Algorithm,60,80
177,Improved Algorithm,120,95
177,Standard Algorithm,15,-315
177,Standard Algorithm,30,-5
177,Standard Algorithm,60,20
177,Standard Algorithm,120,55
178,Improved Algorithm,15,-190
178,Improved Algorithm,30,45
178,Improved Algorithm,60,80
178,Improved Algorithm,120,95
178,Standard Algorithm,15,-315
178,Standard Algorithm,30,-5
178,Standard Algorithm,60,20
178,Standard Algorithm,120,55
179,Improved Algorithm,15,-190
179,Improved Algorithm,30,50
179,Improved Algorithm,60,80
179,Improved Algorithm,120,95
179,Standard Algorithm,15,-315
179,Standard Algorithm,30,-5
179,Standard Algorithm,60,20
179,Standard Algorithm,120,60
180,Improved Algorithm,15,-190
180,Improved Algorithm,30,50
180,Improved Algorithm,60,80
180,Improved Algorithm,120,95
180,Standard Algorithm,15,-315
180,Standard Algorithm,30,-5
180,Standard Algorithm,60,20
180,Standard Algorithm,120,60
181,Improved Algorithm,15,-190
181,Improved Algorithm,30,50
181,Improved Algorithm,60,80
181,Improved Algorithm,120,95
181,Standard Algorithm,15,-315
181,Standard Algorithm,30,0
181,Standard Algorithm,60,20
181,Standard Algorithm,120,60
182,Improved Algorithm,15,-190
182,Improved Algorithm,30,50
182,Improved Algorithm,60,80
182,Improved Algorithm,120,105
182,Standard Algorithm,15,-315
182,Standard Algorithm,30,0
182,Standard Algorithm,60,20
182,Standard Algorithm,120,60
183,Improved Algorithm,15,-190
183,Improved Algorithm,30,60
183,Improved Algorithm,60,80
183,Improved Algorithm,120,105
183,Standard Algorithm,15,-315
183,Standard Algorithm,30,0
183,Standard Algorithm,60,20
183,Standard Algorithm,120,60
184,Improved Algorithm,15,-190
184,Improved Algorithm,30,60
184,Improved Algorithm,60,80
184,Improved Algorithm,120,105
184,Standard Algorithm,15,-315
184,Standard Algorithm,30,0
184,Standard Algorithm,60,20
184,Standard Algorithm,120,60
185,Improved Algorithm,15,-190
185,Improved Algorithm,30,60
185,Improved Algorithm,60,80
185,Improved Algorithm,120,105
185,Standard Algorithm,15,-315
185,Standard Algorithm,30,0
185,Standard Algorithm,60,20
185,Standard Algorithm,120,60
186,Improved Algorithm,15,-190
186,Improved Algorithm,30,60
186,Improved Algorithm,60,80
186,Improved Algorithm,120,105
186,Standard Algorithm,15,-315
186,Standard Algorithm,30,0
186,Standard Algorithm,60,20
186,Standard Algorithm,120,60
187,Improved Algorithm,15,-190
187,Improved Algorithm,30,60
187,Improved Algorithm,60,80
187,Improved Algorithm,120,105
187,Standard Algorithm,15,-315
187,Standard Algorithm,30,0
187,Standard Algorithm,60,20
187,Standard Algorithm,120,60
188,Improved Algorithm,15,-190
188,Improved Algorithm,30,60
188,Improved Algorithm,60,80
188,Improved Algorithm,120,105
188,Standard Algorithm,15,-315
188,Standard Algorithm,30,5
188,Standard Algorithm,60,20
188,Standard Algorithm,120,60
189,Improved Algorithm,15,-190
189,Improved Algorithm,30,60
189,Improved Algorithm,60,80
189,Improved Algorithm,120,105
189,Standard Algorithm,15,-315
189,Standard Algorithm,30,5
189,Standard Algorithm,60,20
189,Standard Algorithm,120,60
190,Improved Algorithm,15,-190
190,Improved Algorithm,30,70
190,Improved Algorithm,60,80
190,Improved Algorithm,120,105
190,Standard Algorithm,15,-315
190,Standard Algorithm,30,5
190,Standard Algorithm,60,20
190,Standard Algorithm,120,60
191,Improved Algorithm,15,-190
191,Improved Algorithm,30,70
191,Improved Algorithm,60,80
191,Improved Algorithm,120,105
191,Standard Algorithm,15,-315
191,Standard Algorithm,30,5
191,Standard Algorithm,60,20
191,Standard Algorithm,120,60
192,Improved Algorithm,15,-190
192,Improved Algorithm,30,70
192,Improved Algorithm,60,80
192,Improved Algorithm,120,105
192,Standard Algorithm,15,-315
192,Standard Algorithm,30,5
192,Standard Algorithm,60,20
192,Standard Algorithm,120,60
193,Improved Algorithm,15,-190
193,Improved Algorithm,30,70
193,Improved Algorithm,60,80
193,Improved Algorithm,120,105
193,Standard Algorithm,15,-315
193,Standard Algorithm,30,5
193,Standard Algorithm,60,20
193,Standard Algorithm,120,60
194,Improved Algorithm,15,-190
194,Improved Algorithm,30,70
194,Improved Algorithm,60,80
194,Improved Algorithm,120,105
194,Standard Algorithm,15,-315
194,Standard Algorithm,30,5
194,Standard Algorithm,60,20
194,Standard Algorithm,120,60
195,Improved Algorithm,15,-190
195,Improved Algorithm,30,70
195,Improved Algorithm,60,80
195,Improved Algorithm,120,105
195,Standard Algorithm,15,-315
195,Standard Algorithm,30,5
195,Standard Algorithm,60,20
195,Standard Algorithm,120,60
196,Improved Algorithm,15,-190
196,Improved Algorithm,30,70
196,Improved Algorithm,60,80
196,Improved Algorithm,120,105
196,Standard Algorithm,15,-315
196,Standard Algorithm,30,5
196,Standard Algorithm,60,20
196,Standard Algorithm,120,60
197,Improved Algorithm,15,-190
197,Improved Algorithm,30,70
197,Improved Algorithm,60,80
197,Improved Algorithm,120,105
197,Standard Algorithm,15,-315
197,Standard Algorithm,30,10
197,Standard Algorithm,60,20
197,Standard Algorithm,120,60
198,Improved Algorithm,15,-190
198,Improved Algorithm,30,70
198,Improved Algorithm,60,80
198,Improved Algorithm,120,105
198,Standard Algorithm,15,-315
198,Standard Algorithm,30,10
198,Standard Algorithm,60,20
198,Standard Algorithm,120,60
199,Improved Algorithm,15,-190
199,Improved Algorithm,30,70
199,Improved Algorithm,60,80
199,Improved Algorithm,120,105
199,Standard Algorithm,15,-315
199,Standard Algorithm,30,10
199,Standard Algorithm,60,20
199,Standard Algorithm,120,65
200,Improved Algorithm,15,-190
200,Improved Algorithm,30,75
200,Improved Algorithm,60,80
200,Improved Algorithm,120,105
200,Standard Algorithm,15,-315
200,Standard Algorithm,30,10
200,Standard Algorithm,60,20
200,Standard Algorithm,120,65
201,Improved Algorithm,15,-190
201,Improved Algorithm,30,75
201,Improved Algorithm,60,80
201,Improved Algorithm,120,105
201,Standard Algorithm,15,-315
201,Standard Algorithm,30,10
201,Standard Algorithm,60,20
201,Standard Algorithm,120,65
202,Improved Algorithm,15,-190
202,Improved Algorithm,30,80
202,Improved Algorithm,60,80
202,Improved Algorithm,120,105
202,Standard Algorithm,15,-315
202,Standard Algorithm,30,10
202,Standard Algorithm,60,20
202,Standard Algorithm,120,70
203,Improved Algorithm,15,-190
203,Improved Algorithm,30,80
203,Improved Algorithm,60,80
203,Improved Algorithm,120,105
203,Standard Algorithm,15,-315
203,Standard Algorithm,30,10
203,Standard Algorithm,60,20
203,Standard Algorithm,120,70
204,Improved Algorithm,15,-190
204,Improved Algorithm,30,80
204,Improved Algorithm,60,80
204,Improved Algorithm,120,105
204,Standard Algorithm,15,-315
204,Standard Algorithm,30,10
204,Standard Algorithm,60,25
204,Standard Algorithm,120,70
205,Improved Algorithm,15,-190
205,Improved Algorithm,30,80
205,Improved Algorithm,60,80
205,Improved Algorithm,120,105
205,Standard Algorithm,15,-315
205,Standard Algorithm,30,10
205,Standard Algorithm,60,25
205,Standard Algorithm,120,70
206,Improved Algorithm,15,-190
206,Improved Algorithm,30,80
206,Improved Algorithm,60,80
206,Improved Algorithm,120,105
206,Standard Algorithm,15,-315
206,Standard Algorithm,30,10
206,Standard Algorithm,60,25
206,Standard Algorithm,120,70
207,Improved Algorithm,15,-190
207,Improved Algorithm,30,80
207,Improved Algorithm,60,80
207,Improved Algorithm,120,105
207,Standard Algorithm,15,-315
207,Standard Algorithm,30,10
207,Standard Algorithm,60,25
207,Standard Algorithm,120,70
208,Improved Algorithm,15,-190
208,Improved Algorithm,30,80
208,Improved Algorithm,60,80
208,Improved Algorithm,120,105
208,Standard Algorithm,15,-315
208,Standard Algorithm,30,10
208,Standard Algorithm,60,25
208,Standard Algorithm,120,70
209,Improved Algorithm,15,-190
209,Improved Algorithm,30,80
209,Improved Algorithm,60,85
209,Improved Algorithm,120,105
209,Standard Algorithm,15,-315
209,Standard Algorithm,30,10
209,Standard Algorithm,60,25
209,Standard Algorithm,120,70
210,Improved Algorithm,15,-190
210,Improved Algorithm,30,80
210,Improved Algorithm,60,85
210,Improved Algorithm,120,105
210,Standard Algorithm,15,-315
210,Standard Algorithm,30,10
210,Standard Algorithm,60,25
210,Standard Algorithm,120,70
211,Improved Algorithm,15,-190
211,Improved Algorithm,30,85
211,Improved Algorithm,60,85
211,Improved Algorithm,120,105
211,Standard Algorithm,15,-315
211,Standard Algorithm,30,10
211,Standard Algorithm,60,25
211,Standard Algorithm,120,70
212,Improved Algorithm,15,-190
212,Improved Algorithm,30,85
212,Improved Algorithm,60,85
212,Improved Algorithm,120,105
212,Standard Algorithm,15,-315
212,Standard Algorithm,30,10
212,Standard Algorithm,60,25
212,Standard Algorithm,120,70
213,Improved Algorithm,15,-190
213,Improved Algorithm,30,85
213,Improved Algorithm,60,85
213,Improved Algorithm,120,105
213,Standard Algorithm,15,-315
213,Standard Algorithm,30,10
213,Standard Algorithm,60,25
213,Standard Algorithm,120,70
214,Improved Algorithm,15,-190
214,Improved Algorithm,30,85
214,Improved Algorithm,60,85
214,Improved Algorithm,120,105
214,Standard Algorithm,15,-315
214,Standard Algorithm,30,10
214,Standard Algorithm,60,25
214,Standard Algorithm,120,70
215,Improved Algorithm,15,-190
215,Improved Algorithm,30,85
215,Improved Algorithm,60,85
215,Improved Algorithm,120,105
215,Standard Algorithm,15,-315
215,Standard Algorithm,30,10
215,Standard Algorithm,60,25
215,Standard Algorithm,120,70
216,Improved Algorithm,15,-190
216,Improved Algorithm,30,85
216,Improved Algorithm,60,85
216,Improved Algorithm,120,105
216,Standard Algorithm,15,-315
216,Standard Algorithm,30,15
216,Standard Algorithm,60,25
216,Standard Algorithm,120,70
217,Improved Algorithm,15,-190
217,Improved Algorithm,30,85
217,Improved Algorithm,60,85
217,Improved Algorithm,120,105
217,Standard Algorithm,15,-315
217,Standard Algorithm,30,15
217,Standard Algorithm,60,25
217,Standard Algorithm,120,70
218,Improved Algorithm,15,-190
218,Improved Algorithm,30,85
218,Improved Algorithm,60,85
218,Improved Algorithm,120,105
218,Standard Algorithm,15,-315
218,Standard Algorithm,30,15
218,Standard Algorithm,60,25
218,Standard Algorithm,120,70
219,Improved Algorithm,15,-190
219,Improved Algorithm,30,85
219,Improved Algorithm,60,85
219,Improved Algorithm,120,105
219,Standard Algorithm,15,-315
219,Standard Algorithm,30,15
219,Standard Algorithm,60,25
219,Standard Algorithm,120,70
220,Improved Algorithm,15,-190
220,Improved Algorithm,30,85
220,Improved Algorithm,60,85
220,Improved Algorithm,120,105
220,Standard Algorithm,15,-315
220,Standard Algorithm,30,15
220,Standard Algorithm,60,30
220,Standard Algorithm,120,75
221,Improved Algorithm,15,-190
221,Improved Algorithm,30,85
221,Improved Algorithm,60,85
221,Improved Algorithm,120,105
221,Standard Algorithm,15,-315
221,Standard Algorithm,30,15
221,Standard Algorithm,60,30
221,Standard Algorithm,120,75
222,Improved Algorithm,15,-190
222,Improved Algorithm,30,85
222,Improved Algorithm,60,85
222,Improved Algorithm,120,105
222,Standard Algorithm,15,-315
222,Standard Algorithm,30,15
222,Standard Algorithm,60,30
222,Standard Algorithm,120,75
223,Improved Algorithm,15,-190
223,Improved Algorithm,30,85
223,Improved Algorithm,60,85
223,Improved Algorithm,120,105
223,Standard Algorithm,15,-315
223,Standard Algorithm,30,15
223,Standard Algorithm,60,30
223,Standard Algorithm,120,75
224,Improved Algorithm,15,-190
