generation_no,run_desc,population_size,Sum of fitness
110,Improved Algorithm,60,35
110,Improved Algorithm,120,80
110,Standard Algorithm,15,-495
110,Standard Algorithm,30,-105
110,Standard Algorithm,60,45
110,Standard Algorithm,120,50
111,Improved Algorithm,15,-325
111,Improved Algorithm,30,15
111,Improved Algorithm,60,35
111,Improved Algorithm,120,80
111,Standard Algorithm,15,-495
111,Standard Algorithm,30,-95
111,Standard Algorithm,60,45
111,Standard Algorithm,120,50
112,Improved Algorithm,15,-325
112,Improved Algorithm,30,15
112,Improved Algorithm,60,35
112,Improved Algorithm,120,80
112,Standard Algorithm,15,-495
112,Standard Algorithm,30,-95
112,Standard Algorithm,60,45
112,Standard Algorithm,120,50
113,Improved Algorithm,15,-325
113,Improved Algorithm,30,15
113,Improved Algorithm,60,35
113,Improved Algorithm,120,80
113,Standard Algorithm,15,-495
113,Standard Algorithm,30,-95
113,Standard Algorithm,60,45
113,Standard Algorithm,120,50
114,Improved Algorithm,15,-325
114,Improved Algorithm,30,15
114,Improved Algorithm,60,35
114,Improved Algorithm,120,80
114,Standard Algorithm,15,-495
114,Standard Algorithm,30,-95
114,Standard Algorithm,60,45
114,Standard Algorithm,120,50
115,Improved Algorithm,15,-325
115,Improved Algorithm,30,15
115,Improved Algorithm,60,35
115,Improved Algorithm,120,80
115,Standard Algorithm,15,-495
115,Standard Algorithm,30,-85
115,Standard Algorithm,60,45
115,Standard Algorithm,120,55
116,Improved Algorithm,15,-325
116,Improved Algorithm,30,15
116,Improved Algorithm,60,35
116,Improved Algorithm,120,80
116,Standard Algorithm,15,-495
116,Standard Algorithm,30,-85
116,Standard Algorithm,60,45
116,Standard Algorithm,120,55
117,Improved Algorithm,15,-325
117,Improved Algorithm,30,20
117,Improved Algorithm,60,35
117,Improved Algorithm,120,85
117,Standard Algorithm,15,-495
117,Standard Algorithm,30,-85
117,Standard Algorithm,60,45
117,Standard Algorithm,120,60
118,Improved Algorithm,15,-325
118,Improved Algorithm,30,20
118,Improved Algorithm,60,35
118,Improved Algorithm,120,85
118,Standard Algorithm,15,-495
118,Standard Algorithm,30,-80
118,Standard Algorithm,60,55
118,Standard Algorithm,120,60
119,Improved Algorithm,15,-325
119,Improved Algorithm,30,30
119,Improved Algorithm,60,35
119,Improved Algorithm,120,85
119,Standard Algorithm,15,-495
119,Standard Algorithm,30,-80
119,Standard Algorithm,60,60
119,Standard Algorithm,120,60
120,Improved Algorithm,15,-325
120,Improved Algorithm,30,30
120,Improved Algorithm,60,35
120,Improved Algorithm,120,85
120,Standard Algorithm,15,-495
120,Standard Algorithm,30,-80
120,Standard Algorithm,60,60
120,Standard Algorithm,120,60
121,Improved Algorithm,15,-325
121,Improved Algorithm,30,30
121,Improved Algorithm,60,35
121,Improved Algorithm,120,85
121,Standard Algorithm,15,-495
121,Standard Algorithm,30,-80
121,Standard Algorithm,60,60
121,Standard Algorithm,120,60
122,Improved Algorithm,15,-325
122,Improved Algorithm,30,30
122,Improved Algorithm,60,35
122,Improved Algorithm,120,85
122,Standard Algorithm,15,-495
122,Standard Algorithm,30,-80
122,Standard Algorithm,60,60
122,Standard Algorithm,120,75
123,Improved Algorithm,15,-325
123,Improved Algorithm,30,30
123,Improved Algorithm,60,40
123,Improved Algorithm,120,85
123,Standard Algorithm,15,-495
123,Standard Algorithm,30,-80
123,Standard Algorithm,60,60
123,Standard Algorithm,120,75
124,Improved Algorithm,15,-325
124,Improved Algorithm,30,30
124,Improved Algorithm,60,40
124,Improved Algorithm,120,95
124,Standard Algorithm,15,-495
124,Standard Algorithm,30,-80
124,Standard Algorithm,60,60
124,Standard Algorithm,120,75
125,Improved Algorithm,15,-325
125,Improved Algorithm,30,30
125,Improved Algorithm,60,40
125,Improved Algorithm,120,95
125,Standard Algorithm,15,-495
125,Standard Algorithm,30,-80
125,Standard Algorithm,60,60
125,Standard Algorithm,120,75
126,Improved Algorithm,15,-325
126,Improved Algorithm,30,30
126,Improved Algorithm,60,40
126,Improved Algorithm,120,100
126,Standard Algorithm,15,-495
126,Standard Algorithm,30,-80
126,Standard Algorithm,60,70
126,Standard Algorithm,120,75
127,Improved Algorithm,15,-325
127,Improved Algorithm,30,30
127,Improved Algorithm,60,50
127,Improved Algorithm,120,100
127,Standard Algorithm,15,-495
127,Standard Algorithm,30,-80
127,Standard Algorithm,60,70
127,Standard Algorithm,120,75
128,Improved Algorithm,15,-325
128,Improved Algorithm,30,35
128,Improved Algorithm,60,50
128,Improved Algorithm,120,100
128,Standard Algorithm,15,-495
128,Standard Algorithm,30,-75
128,Standard Algorithm,60,70
128,Standard Algorithm,120,75
129,Improved Algorithm,15,-325
129,Improved Algorithm,30,40
129,Improved Algorithm,60,60
129,Improved Algorithm,120,100
129,Standard Algorithm,15,-495
129,Standard Algorithm,30,-75
129,Standard Algorithm,60,70
129,Standard Algorithm,120,75
130,Improved Algorithm,15,-325
130,Improved Algorithm,30,45
130,Improved Algorithm,60,60
130,Improved Algorithm,120,100
130,Standard Algorithm,15,-495
130,Standard Algorithm,30,-75
130,Standard Algorithm,60,70
130,Standard Algorithm,120,95
131,Improved Algorithm,15,-325
131,Improved Algorithm,30,45
131,Improved Algorithm,60,60
131,Improved Algorithm,120,100
131,Standard Algorithm,15,-495
131,Standard Algorithm,30,-75
131,Standard Algorithm,60,70
131,Standard Algorithm,120,95
132,Improved Algorithm,15,-325
132,Improved Algorithm,30,45
132,Improved Algorithm,60,60
132,Improved Algorithm,120,100
132,Standard Algorithm,15,-495
132,Standard Algorithm,30,-75
132,Standard Algorithm,60,70
132,Standard Algorithm,120,95
133,Improved Algorithm,15,-325
133,Improved Algorithm,30,50
133,Improved Algorithm,60,60
133,Improved Algorithm,120,110
133,Standard Algorithm,15,-495
133,Standard Algorithm,30,-75
133,Standard Algorithm,60,70
133,Standard Algorithm,120,95
134,Improved Algorithm,15,-325
134,Improved Algorithm,30,50
134,Improved Algorithm,60,60
134,Improved Algorithm,120,110
134,Standard Algorithm,15,-495
134,Standard Algorithm,30,-75
134,Standard Algorithm,60,70
134,Standard Algorithm,120,95
135,Improved Algorithm,15,-325
135,Improved Algorithm,30,50
135,Improved Algorithm,60,60
135,Improved Algorithm,120,110
135,Standard Algorithm,15,-495
135,Standard Algorithm,30,-65
135,Standard Algorithm,60,75
135,Standard Algorithm,120,95
136,Improved Algorithm,15,-325
136,Improved Algorithm,30,50
136,Improved Algorithm,60,60
136,Improved Algorithm,120,110
136,Standard Algorithm,15,-495
136,Standard Algorithm,30,-65
136,Standard Algorithm,60,75
136,Standard Algorithm,120,95
137,Improved Algorithm,15,-325
137,Improved Algorithm,30,55
137,Improved Algorithm,60,65
137,Improved Algorithm,120,110
137,Standard Algorithm,15,-495
137,Standard Algorithm,30,-65
137,Standard Algorithm,60,75
137,Standard Algorithm,120,95
138,Improved Algorithm,15,-325
138,Improved Algorithm,30,55
138,Improved Algorithm,60,65
138,Improved Algorithm,120,110
138,Standard Algorithm,15,-495
138,Standard Algorithm,30,-65
138,Standard Algorithm,60,75
138,Standard Algorithm,120,95
139,Improved Algorithm,15,-325
139,Improved Algorithm,30,55
139,Improved Algorithm,60,65
139,Improved Algorithm,120,110
139,Standard Algorithm,15,-495
139,Standard Algorithm,30,-65
139,Standard Algorithm,60,75
139,Standard Algorithm,120,95
140,Improved Algorithm,15,-325
140,Improved Algorithm,30,60
140,Improved Algorithm,60,65
140,Improved Algorithm,120,110
140,Standard Algorithm,15,-495
140,Standard Algorithm,30,-50
140,Standard Algorithm,60,75
140,Standard Algorithm,120,95
141,Improved Algorithm,15,-325
141,Improved Algorithm,30,60
141,Improved Algorithm,60,70
141,Improved Algorithm,120,110
141,Standard Algorithm,15,-495
141,Standard Algorithm,30,-50
141,Standard Algorithm,60,75
141,Standard Algorithm,120,95
142,Improved Algorithm,15,-325
142,Improved Algorithm,30,60
142,Improved Algorithm,60,70
142,Improved Algorithm,120,110
142,Standard Algorithm,15,-495
142,Standard Algorithm,30,-50
142,Standard Algorithm,60,75
142,Standard Algorithm,120,95
143,Improved Algorithm,15,-325
143,Improved Algorithm,30,60
143,Improved Algorithm,60,70
143,Improved Algorithm,120,110
143,Standard Algorithm,15,-495
143,Standard Algorithm,30,-50
143,Standard Algorithm,60,75
143,Standard Algorithm,120,95
144,Improved Algorithm,15,-325
144,Improved Algorithm,30,60
144,Improved Algorithm,60,70
144,Improved Algorithm,120,110
144,Standard Algorithm,15,-495
144,Standard Algorithm,30,-45
144,Standard Algorithm,60,75
144,Standard Algorithm,120,95
145,Improved Algorithm,15,-325
145,Improved Algorithm,30,60
145,Improved Algorithm,60,70
145,Improved Algorithm,120,110
145,Standard Algorithm,15,-495
145,Standard Algorithm,30,-45
145,Standard Algorithm,60,75
145,Standard Algorithm,120,95
146,Improved Algorithm,15,-325
146,Improved Algorithm,30,60
146,Improved Algorithm,60,70
146,Improved Algorithm,120,110
146,Standard Algorithm,15,-495
146,Standard Algorithm,30,-45
146,Standard Algorithm,60,75
146,Standard Algorithm,120,95
147,Improved Algorithm,15,-325
147,Improved Algorithm,30,60
147,Improved Algorithm,60,70
147,Improved Algorithm,120,110
147,Standard Algorithm,15,-495
147,Standard Algorithm,30,-35
147,Standard Algorithm,60,75
147,Standard Algorithm,120,95
148,Improved Algorithm,15,-325
148,Improved Algorithm,30,65
148,Improved Algorithm,60,70
148,Improved Algorithm,120,110
148,Standard Algorithm,15,-495
148,Standard Algorithm,30,-35
148,Standard Algorithm,60,75
148,Standard Algorithm,120,100
149,Improved Algorithm,15,-325
149,Improved Algorithm,30,65
149,Improved Algorithm,60,70
149,Improved Algorithm,120,110
149,Standard Algorithm,15,-495
149,Standard Algorithm,30,-35
149,Standard Algorithm,60,75
149,Standard Algorithm,120,100
150,Improved Algorithm,15,-325
150,Improved Algorithm,30,65
150,Improved Algorithm,60,70
150,Improved Algorithm,120,120
150,Standard Algorithm,15,-495
150,Standard Algorithm,30,-35
150,Standard Algorithm,60,75
150,Standard Algorithm,120,100
151,Improved Algorithm,15,-325
151,Improved Algorithm,30,65
151,Improved Algorithm,60,70
151,Improved Algorithm,120,120
151,Standard Algorithm,15,-495
151,Standard Algorithm,30,-30
151,Standard Algorithm,60,75
151,Standard Algorithm,120,100
152,Improved Algorithm,15,-325
152,Improved Algorithm,30,65
152,Improved Algorithm,60,70
152,Improved Algorithm,120,120
152,Standard Algorithm,15,-495
152,Standard Algorithm,30,-30
152,Standard Algorithm,60,75
152,Standard Algorithm,120,100
153,Improved Algorithm,15,-325
153,Improved Algorithm,30,65
153,Improved Algorithm,60,70
153,Improved Algorithm,120,125
153,Standard Algorithm,15,-495
153,Standard Algorithm,30,-25
153,Standard Algorithm,60,75
153,Standard Algorithm,120,105
154,Improved Algorithm,15,-325
154,Improved Algorithm,30,70
154,Improved Algorithm,60,70
154,Improved Algorithm,120,125
154,Standard Algorithm,15,-495
154,Standard Algorithm,30,-25
154,Standard Algorithm,60,75
154,Standard Algorithm,120,105
155,Improved Algorithm,15,-325
155,Improved Algorithm,30,70
155,Improved Algorithm,60,70
155,Improved Algorithm,120,125
155,Standard Algorithm,15,-495
155,Standard Algorithm,30,-25
155,Standard Algorithm,60,75
155,Standard Algorithm,120,105
156,Improved Algorithm,15,-325
156,Improved Algorithm,30,70
156,Improved Algorithm,60,70
156,Improved Algorithm,120,125
156,Standard Algorithm,15,-495
156,Standard Algorithm,30,-15
156,Standard Algorithm,60,75
156,Standard Algorithm,120,105
157,Improved Algorithm,15,-325
157,Improved Algorithm,30,70
157,Improved Algorithm,60,70
157,Improved Algorithm,120,125
157,Standard Algorithm,15,-495
157,Standard Algorithm,30,-15
157,Standard Algorithm,60,75
157,Standard Algorithm,120,105
158,Improved Algorithm,15,-325
158,Improved Algorithm,30,70
158,Improved Algorithm,60,80
158,Improved Algorithm,120,125
158,Standard Algorithm,15,-495
158,Standard Algorithm,30,-15
158,Standard Algorithm,60,75
158,Standard Algorithm,120,105
159,Improved Algorithm,15,-325
159,Improved Algorithm,30,70
159,Improved Algorithm,60,80
159,Improved Algorithm,120,125
159,Standard Algorithm,15,-495
159,Standard Algorithm,30,-15
159,Standard Algorithm,60,75
159,Standard Algorithm,120,105
160,Improved Algorithm,15,-325
160,Improved Algorithm,30,70
160,Improved Algorithm,60,80
160,Improved Algorithm,120,125
160,Standard Algorithm,15,-495
160,Standard Algorithm,30,-15
160,Standard Algorithm,60,75
160,Standard Algorithm,120,105
161,Improved Algorithm,15,-325
161,Improved Algorithm,30,70
161,Improved Algorithm,60,80
161,Improved Algorithm,120,130
161,Standard Algorithm,15,-495
161,Standard Algorithm,30,-15
161,Standard Algorithm,60,75
161,Standard Algorithm,120,105
162,Improved Algorithm,15,-325
162,Improved Algorithm,30,70
162,Improved Algorithm,60,80
162,Improved Algorithm,120,130
162,Standard Algorithm,15,-495
162,Standard Algorithm,30,-15
162,Standard Algorithm,60,85
162,Standard Algorithm,120,105
163,Improved Algorithm,15,-325
163,Improved Algorithm,30,70
163,Improved Algorithm,60,80
163,Improved Algorithm,120,130
163,Standard Algorithm,15,-495
163,Standard Algorithm,30,-15
163,Standard Algorithm,60,85
163,Standard Algorithm,120,105
164,Improved Algorithm,15,-325
164,Improved Algorithm,30,75
164,Improved Algorithm,60,85
164,Improved Algorithm,120,130
164,Standard Algorithm,15,-495
164,Standard Algorithm,30,-15
164,Standard Algorithm,60,85
164,Standard Algorithm,120,105
165,Improved Algorithm,15,-325
165,Improved Algorithm,30,75
165,Improved Algorithm,60,85
165,Improved Algorithm,120,130
165,Standard Algorithm,15,-495
165,Standard Algorithm,30,-15
165,Standard Algorithm,60,85
165,Standard Algorithm,120,105
166,Improved Algorithm,15,-325
166,Improved Algorithm,30,75
166,Improved Algorithm,60,85
166,Improved Algorithm,120,130
166,Standard Algorithm,15,-495
166,Standard Algorithm,30,0
166,Standard Algorithm,60,85
166,Standard Algorithm,120,105
167,Improved Algorithm,15,-325
167,Improved Algorithm,30,75
167,Improved Algorithm,60,85
167,Improved Algorithm,120,130
167,Standard Algorithm,15,-495
167,Standard Algorithm,30,0
167,Standard Algorithm,60,85
167,Standard Algorithm,120,105
168,Improved Algorithm,15,-325
168,Improved Algorithm,30,75
168,Improved Algorithm,60,95
168,Improved Algorithm,120,130
168,Standard Algorithm,15,-495
168,Standard Algorithm,30,0
168,Standard Algorithm,60,85
168,Standard Algorithm,120,110
169,Improved Algorithm,15,-325
169,Improved Algorithm,30,75
169,Improved Algorithm,60,95
169,Improved Algorithm,120,130
169,Standard Algorithm,15,-495
169,Standard Algorithm,30,0
169,Standard Algorithm,60,85
169,Standard Algorithm,120,110
170,Improved Algorithm,15,-325
170,Improved Algorithm,30,75
170,Improved Algorithm,60,95
170,Improved Algorithm,120,130
170,Standard Algorithm,15,-495
170,Standard Algorithm,30,0
170,Standard Algorithm,60,85
170,Standard Algorithm,120,110
171,Improved Algorithm,15,-325
171,Improved Algorithm,30,75
171,Improved Algorithm,60,110
171,Improved Algorithm,120,130
171,Standard Algorithm,15,-495
171,Standard Algorithm,30,0
171,Standard Algorithm,60,85
171,Standard Algorithm,120,110
172,Improved Algorithm,15,-325
172,Improved Algorithm,30,75
172,Improved Algorithm,60,110
172,Improved Algorithm,120,130
172,Standard Algorithm,15,-495
172,Standard Algorithm,30,0
172,Standard Algorithm,60,90
172,Standard Algorithm,120,110
173,Improved Algorithm,15,-325
173,Improved Algorithm,30,75
173,Improved Algorithm,60,110
173,Improved Algorithm,120,130
173,Standard Algorithm,15,-495
173,Standard Algorithm,30,0
173,Standard Algorithm,60,95
173,Standard Algorithm,120,110
174,Improved Algorithm,15,-325
174,Improved Algorithm,30,75
174,Improved Algorithm,60,110
174,Improved Algorithm,120,130
174,Standard Algorithm,15,-495
174,Standard Algorithm,30,0
174,Standard Algorithm,60,95
174,Standard Algorithm,120,110
175,Improved Algorithm,15,-325
175,Improved Algorithm,30,75
175,Improved Algorithm,60,110
175,Improved Algorithm,120,130
175,Standard Algorithm,15,-495
175,Standard Algorithm,30,0
175,Standard Algorithm,60,95
175,Standard Algorithm,120,110
176,Improved Algorithm,15,-325
176,Improved Algorithm,30,75
176,Improved Algorithm,60,110
176,Improved Algorithm,120,130
176,Standard Algorithm,15,-495
176,Standard Algorithm,30,5
176,Standard Algorithm,60,95
176,Standard Algorithm,120,110
177,Improved Algorithm,15,-325
177,Improved Algorithm,30,75
177,Improved Algorithm,60,110
177,Improved Algorithm,120,130
177,Standard Algorithm,15,-495
177,Standard Algorithm,30,5
177,Standard Algorithm,60,100
177,Standard Algorithm,120,110
178,Improved Algorithm,15,-325
178,Improved Algorithm,30,75
178,Improved Algorithm,60,110
178,Improved Algorithm,120,130
178,Standard Algorithm,15,-495
178,Standard Algorithm,30,5
178,Standard Algorithm,60,100
178,Standard Algorithm,120,110
179,Improved Algorithm,15,-325
179,Improved Algorithm,30,85
179,Improved Algorithm,60,110
179,Improved Algorithm,120,130
179,Standard Algorithm,15,-495
179,Standard Algorithm,30,15
179,Standard Algorithm,60,100
179,Standard Algorithm,120,110
180,Improved Algorithm,15,-325
180,Improved Algorithm,30,85
180,Improved Algorithm,60,110
180,Improved Algorithm,120,130
180,Standard Algorithm,15,-495
180,Standard Algorithm,30,15
180,Standard Algorithm,60,100
180,Standard Algorithm,120,110
181,Improved Algorithm,15,-325
181,Improved Algorithm,30,85
181,Improved Algorithm,60,110
181,Improved Algorithm,120,130
181,Standard Algorithm,15,-495
181,Standard Algorithm,30,15
181,Standard Algorithm,60,100
181,Standard Algorithm,120,110
182,Improved Algorithm,15,-325
182,Improved Algorithm,30,85
182,Improved Algorithm,60,110
182,Improved Algorithm,120,130
182,Standard Algorithm,15,-495
182,Standard Algorithm,30,15
182,Standard Algorithm,60,100
182,Standard Algorithm,120,110
183,Improved Algorithm,15,-325
183,Improved Algorithm,30,85
183,Improved Algorithm,60,110
183,Improved Algorithm,120,130
183,Standard Algorithm,15,-495
183,Standard Algorithm,30,20
183,Standard Algorithm,60,100
183,Standard Algorithm,120,110
184,Improved Algorithm,15,-325
184,Improved Algorithm,30,85
184,Improved Algorithm,60,110
184,Improved Algorithm,120,130
184,Standard Algorithm,15,-495
184,Standard Algorithm,30,20
184,Standard Algorithm,60,100
184,Standard Algorithm,120,110
185,Improved Algorithm,15,-325
185,Improved Algorithm,30,85
185,Improved Algorithm,60,110
185,Improved Algorithm,120,135
185,Standard Algorithm,15,-495
185,Standard Algorithm,30,20
185,Standard Algorithm,60,105
185,Standard Algorithm,120,110
186,Improved Algorithm,15,-325
186,Improved Algorithm,30,85
186,Improved Algorithm,60,110
186,Improved Algorithm,120,135
186,Standard Algorithm,15,-495
186,Standard Algorithm,30,20
186,Standard Algorithm,60,105
186,Standard Algorithm,120,110
187,Improved Algorithm,15,-325
187,Improved Algorithm,30,85
187,Improved Algorithm,60,110
187,Improved Algorithm,120,135
187,Standard Algorithm,15,-495
187,Standard Algorithm,30,20
187,Standard Algorithm,60,105
187,Standard Algorithm,120,110
188,Improved Algorithm,15,-325
188,Improved Algorithm,30,85
188,Improved Algorithm,60,110
188,Improved Algorithm,120,135
188,Standard Algorithm,15,-495
188,Standard Algorithm,30,20
188,Standard Algorithm,60,105
188,Standard Algorithm,120,110
189,Improved Algorithm,15,-325
189,Improved Algorithm,30,95
189,Improved Algorithm,60,110
189,Improved Algorithm,120,140
189,Standard Algorithm,15,-495
189,Standard Algorithm,30,20
189,Standard Algorithm,60,105
189,Standard Algorithm,120,115
190,Improved Algorithm,15,-325
190,Improved Algorithm,30,95
190,Improved Algorithm,60,110
190,Improved Algorithm,120,140
190,Standard Algorithm,15,-495
190,Standard Algorithm,30,20
190,Standard Algorithm,60,105
190,Standard Algorithm,120,115
191,Improved Algorithm,15,-325
191,Improved Algorithm,30,95
191,Improved Algorithm,60,115
191,Improved Algorithm,120,140
191,Standard Algorithm,15,-495
191,Standard Algorithm,30,20
191,Standard Algorithm,60,105
191,Standard Algorithm,120,115
192,Improved Algorithm,15,-325
192,Improved Algorithm,30,95
192,Improved Algorithm,60,115
192,Improved Algorithm,120,140
192,Standard Algorithm,15,-495
192,Standard Algorithm,30,20
192,Standard Algorithm,60,105
192,Standard Algorithm,120,115
193,Improved Algorithm,15,-325
193,Improved Algorithm,30,100
193,Improved Algorithm,60,115
193,Improved Algorithm,120,140
193,Standard Algorithm,15,-495
193,Standard Algorithm,30,25
193,Standard Algorithm,60,105
193,Standard Algorithm,120,115
194,Improved Algorithm,15,-325
194,Improved Algorithm,30,100
194,Improved Algorithm,60,115
194,Improved Algorithm,120,140
194,Standard Algorithm,15,-495
194,Standard Algorithm,30,25
194,Standard Algorithm,60,105
194,Standard Algorithm,120,120
195,Improved Algorithm,15,-325
195,Improved Algorithm,30,100
195,Improved Algorithm,60,115
195,Improved Algorithm,120,150
195,Standard Algorithm,15,-495
195,Standard Algorithm,30,30
195,Standard Algorithm,60,105
195,Standard Algorithm,120,120
196,Improved Algorithm,15,-325
196,Improved Algorithm,30,100
196,Improved Algorithm,60,115
196,Improved Algorithm,120,150
196,Standard Algorithm,15,-495
196,Standard Algorithm,30,30
196,Standard Algorithm,60,105
196,Standard Algorithm,120,120
197,Improved Algorithm,15,-325
197,Improved Algorithm,30,100
197,Improved Algorithm,60,115
197,Improved Algorithm,120,150
197,Standard Algorithm,15,-495
197,Standard Algorithm,30,30
197,Standard Algorithm,60,105
197,Standard Algorithm,120,125
198,Improved Algorithm,15,-325
198,Improved Algorithm,30,100
198,Improved Algorithm,60,115
198,Improved Algorithm,120,150
198,Standard Algorithm,15,-495
198,Standard Algorithm,30,30
198,Standard Algorithm,60,105
198,Standard Algorithm,120,125
199,Improved Algorithm,15,-325
199,Improved Algorithm,30,100
199,Improved Algorithm,60,115
199,Improved Algorithm,120,150
199,Standard Algorithm,15,-495
199,Standard Algorithm,30,30
199,Standard Algorithm,60,105
199,Standard Algorithm,120,125
200,Improved Algorithm,15,-325
200,Improved Algorithm,30,100
200,Improved Algorithm,60,115
200,Improved Algorithm,120,150
200,Standard Algorithm,15,-495
200,Standard Algorithm,30,30
200,Standard Algorithm,60,105
200,Standard Algorithm,120,125
201,Improved Algorithm,15,-325
201,Improved Algorithm,30,100
201,Improved Algorithm,60,115
201,Improved Algorithm,120,150
201,Standard Algorithm,15,-495
201,Standard Algorithm,30,30
201,Standard Algorithm,60,105
201,Standard Algorithm,120,125
202,Improved Algorithm,15,-325
202,Improved Algorithm,30,100
202,Improved Algorithm,60,120
202,Improved Algorithm,120,150
202,Standard Algorithm,15,-495
202,Standard Algorithm,30,30
202,Standard Algorithm,60,105
202,Standard Algorithm,120,125
203,Improved Algorithm,15,-325
203,Improved Algorithm,30,100
203,Improved Algorithm,60,120
203,Improved Algorithm,120,150
203,Standard Algorithm,15,-495
203,Standard Algorithm,30,30
203,Standard Algorithm,60,105
203,Standard Algorithm,120,125
204,Improved Algorithm,15,-325
204,Improved Algorithm,30,100
204,Improved Algorithm,60,120
204,Improved Algorithm,120,150
204,Standard Algorithm,15,-495
204,Standard Algorithm,30,30
204,Standard Algorithm,60,105
204,Standard Algorithm,120,125
205,Improved Algorithm,15,-325
205,Improved Algorithm,30,100
205,Improved Algorithm,60,120
205,Improved Algorithm,120,150
205,Standard Algorithm,15,-495
205,Standard Algorithm,30,30
205,Standard Algorithm,60,105
205,Standard Algorithm,120,130
206,Improved Algorithm,15,-325
206,Improved Algorithm,30,100
206,Improved Algorithm,60,125
206,Improved Algorithm,120,150
206,Standard Algorithm,15,-495
206,Standard Algorithm,30,30
206,Standard Algorithm,60,110
206,Standard Algorithm,120,130
207,Improved Algorithm,15,-325
207,Improved Algorithm,30,100
207,Improved Algorithm,60,125
207,Improved Algorithm,120,150
207,Standard Algorithm,15,-495
207,Standard Algorithm,30,30
207,Standard Algorithm,60,110
207,Standard Algorithm,120,130
208,Improved Algorithm,15,-325
208,Improved Algorithm,30,100
208,Improved Algorithm,60,125
208,Improved Algorithm,120,150
208,Standard Algorithm,15,-495
208,Standard Algorithm,30,30
208,Standard Algorithm,60,110
208,Standard Algorithm,120,130
209,Improved Algorithm,15,-325
209,Improved Algorithm,30,100
209,Improved Algorithm,60,125
209,Improved Algorithm,120,150
209,Standard Algorithm,15,-495
209,Standard Algorithm,30,35
209,Standard Algorithm,60,110
209,Standard Algorithm,120,130
210,Improved Algorithm,15,-325
210,Improved Algorithm,30,100
210,Improved Algorithm,60,125
210,Improved Algorithm,120,150
210,Standard Algorithm,15,-495
210,Standard Algorithm,30,35
210,Standard Algorithm,60,110
210,Standard Algorithm,120,130
211,Improved Algorithm,15,-325
211,Improved Algorithm,30,100
211,Improved Algorithm,60,125
211,Improved Algorithm,120,150
211,Standard Algorithm,15,-495
211,Standard Algorithm,30,35
211,Standard Algorithm,60,110
211,Standard Algorithm,120,130
212,Improved Algorithm,15,-325
212,Improved Algorithm,30,100
212,Improved Algorithm,60,125
212,Improved Algorithm,120,150
212,Standard Algorithm,15,-495
212,Standard Algorithm,30,35
212,Standard Algorithm,60,110
212,Standard Algorithm,120,130
213,Improved Algorithm,15,-325
213,Improved Algorithm,30,100
213,Improved Algorithm,60,125
213,Improved Algorithm,120,150
213,Standard Algorithm,15,-495
213,Standard Algorithm,30,35
213,Standard Algorithm,60,110
213,Standard Algorithm,120,130
214,Improved Algorithm,15,-325
214,Improved Algorithm,30,100
214,Improved Algorithm,60,125
214,Improved Algorithm,120,150
214,Standard Algorithm,15,-495
214,Standard Algorithm,30,35
214,Standard Algorithm,60,110
214,Standard Algorithm,120,130
215,Improved Algorithm,15,-325
215,Improved Algorithm,30,100
215,Improved Algorithm,60,125
215,Improved Algorithm,120,150
215,Standard Algorithm,15,-495
215,Standard Algorithm,30,35
215,Standard Algorithm,60,110
215,Standard Algorithm,120,130
216,Improved Algorithm,15,-325
216,Improved Algorithm,30,100
216,Improved Algorithm,60,125
216,Improved Algorithm,120,150
216,Standard Algorithm,15,-495
216,Standard Algorithm,30,50
216,Standard Algorithm,60,110
216,Standard Algorithm,120,130
217,Improved Algorithm,15,-325
217,Improved Algorithm,30,100
217,Improved Algorithm,60,125
217,Improved Algorithm,120,150
217,Standard Algorithm,15,-495
217,Standard Algorithm,30,50
217,Standard Algorithm,60,110
217,Standard Algorithm,120,130
218,Improved Algorithm,15,-325
218,Improved Algorithm,30,100
218,Improved Algorithm,60,125
218,Improved Algorithm,120,150
218,Standard Algorithm,15,-495
218,Standard Algorithm,30,50
218,Standard Algorithm,60,110
218,Standard Algorithm,120,130
219,Improved Algorithm,15,-325
219,Improved Algorithm,30,100
219,Improved Algorithm,60,125
219,Improved Algorithm,120,150
219,Standard Algorithm,15,-495
219,Standard Algorithm,30,50
219,Standard Algorithm,60,110
219,Standard Algorithm,120,130
220,Improved Algorithm,15,-325
220,Improved Algorithm,30,105
220,Improved Algorithm,60,130
220,Improved Algorithm,120,150
220,Standard Algorithm,15,-495
220,Standard Algorithm,30,50
220,Standard Algorithm,60,115
220,Standard Algorithm,120,130
221,Improved Algorithm,15,-325
221,Improved Algorithm,30,105
221,Improved Algorithm,60,130
221,Improved Algorithm,120,150
221,Standard Algorithm,15,-495
221,Standard Algorithm,30,50
221,Standard Algorithm,60,115
221,Standard Algorithm,120,130
222,Improved Algorithm,15,-325
222,Improved Algorithm,30,110
222,Improved Algorithm,60,130
222,Improved Algorithm,120,150
222,Standard Algorithm,15,-495
222,Standard Algorithm,30,50
222,Standard Algorithm,60,115
222,Standard Algorithm,120,130
223,Improved Algorithm,15,-325
223,Improved Algorithm,30,115
223,Improved Algorithm,60,130
223,Improved Algorithm,120,150
223,Standard Algorithm,15,-495
223,Standard Algorithm,30,50
223,Standard Algorithm,60,115
223,Standard Algorithm,120,130
224,Improved Algorithm,15,-325
224,Improved Algorithm,30,115
