generation_no,run_desc,population_size,Sum of fitness
224,Improved Algorithm,60,130
224,Improved Algorithm,120,150
224,Standard Algorithm,15,-495
224,Standard Algorithm,30,50
224,Standard Algorithm,60,115
224,Standard Algorithm,120,130
225,Improved Algorithm,15,-325
225,Improved Algorithm,30,125
225,Improved Algorithm,60,130
225,Improved Algorithm,120,150
225,Standard Algorithm,15,-495
225,Standard Algorithm,30,55
225,Standard Algorithm,60,115
225,Standard Algorithm,120,130
226,Improved Algorithm,15,-325
226,Improved Algorithm,30,125
226,Improved Algorithm,60,130
226,Improved Algorithm,120,150
226,Standard Algorithm,15,-495
226,Standard Algorithm,30,55
226,Standard Algorithm,60,115
226,Standard Algorithm,120,130
227,Improved Algorithm,15,-325
227,Improved Algorithm,30,125
227,Improved Algorithm,60,130
227,Improved Algorithm,120,150
227,Standard Algorithm,15,-495
227,Standard Algorithm,30,55
227,Standard Algorithm,60,115
227,Standard Algorithm,120,130
228,Improved Algorithm,15,-325
228,Improved Algorithm,30,125
228,Improved Algorithm,60,130
228,Improved Algorithm,120,150
228,Standard Algorithm,15,-495
228,Standard Algorithm,30,55
228,Standard Algorithm,60,115
228,Standard Algorithm,120,130
229,Improved Algorithm,15,-325
229,Improved Algorithm,30,125
229,Improved Algorithm,60,130
229,Improved Algorithm,120,150
229,Standard Algorithm,15,-495
229,Standard Algorithm,30,55
229,Standard Algorithm,60,115
229,Standard Algorithm,120,130
230,Improved Algorithm,15,-325
230,Improved Algorithm,30,125
230,Improved Algorithm,60,130
230,Improved Algorithm,120,150
230,Standard Algorithm,15,-495
230,Standard Algorithm,30,55
230,Standard Algorithm,60,115
230,Standard Algorithm,120,130
231,Improved Algorithm,15,-325
231,Improved Algorithm,30,125
231,Improved Algorithm,60,130
231,Improved Algorithm,120,150
231,Standard Algorithm,15,-495
231,Standard Algorithm,30,55
231,Standard Algorithm,60,115
231,Standard Algorithm,120,130
232,Improved Algorithm,15,-325
232,Improved Algorithm,30,125
232,Improved Algorithm,60,130
232,Improved Algorithm,120,150
232,Standard Algorithm,15,-495
232,Standard Algorithm,30,55
232,Standard Algorithm,60,115
232,Standard Algorithm,120,135
233,Improved Algorithm,15,-325
233,Improved Algorithm,30,125
233,Improved Algorithm,60,130
233,Improved Algorithm,120,150
233,Standard Algorithm,15,-495
233,Standard Algorithm,30,55
233,Standard Algorithm,60,115
233,Standard Algorithm,120,135
234,Improved Algorithm,15,-325
234,Improved Algorithm,30,125
234,Improved Algorithm,60,135
234,Improved Algorithm,120,150
234,Standard Algorithm,15,-495
234,Standard Algorithm,30,55
234,Standard Algorithm,60,115
234,Standard Algorithm,120,135
235,Improved Algorithm,15,-325
235,Improved Algorithm,30,125
235,Improved Algorithm,60,135
235,Improved Algorithm,120,150
235,Standard Algorithm,15,-495
235,Standard Algorithm,30,55
235,Standard Algorithm,60,115
235,Standard Algorithm,120,135
236,Improved Algorithm,15,-325
236,Improved Algorithm,30,125
236,Improved Algorithm,60,135
236,Improved Algorithm,120,150
236,Standard Algorithm,15,-495
236,Standard Algorithm,30,70
236,Standard Algorithm,60,115
236,Standard Algorithm,120,135
237,Improved Algorithm,15,-325
237,Improved Algorithm,30,125
237,Improved Algorithm,60,135
237,Improved Algorithm,120,150
237,Standard Algorithm,15,-495
237,Standard Algorithm,30,70
237,Standard Algorithm,60,115
237,Standard Algorithm,120,135
238,Improved Algorithm,15,-325
238,Improved Algorithm,30,125
238,Improved Algorithm,60,135
238,Improved Algorithm,120,150
238,Standard Algorithm,15,-495
238,Standard Algorithm,30,70
238,Standard Algorithm,60,115
238,Standard Algorithm,120,135
239,Improved Algorithm,15,-325
239,Improved Algorithm,30,125
239,Improved Algorithm,60,135
239,Improved Algorithm,120,150
239,Standard Algorithm,15,-495
239,Standard Algorithm,30,70
239,Standard Algorithm,60,115
239,Standard Algorithm,120,135
240,Improved Algorithm,15,-325
240,Improved Algorithm,30,125
240,Improved Algorithm,60,135
240,Improved Algorithm,120,150
240,Standard Algorithm,15,-495
240,Standard Algorithm,30,70
240,Standard Algorithm,60,115
240,Standard Algorithm,120,135
241,Improved Algorithm,15,-325
241,Improved Algorithm,30,125
241,Improved Algorithm,60,135
241,Improved Algorithm,120,155
241,Standard Algorithm,15,-495
241,Standard Algorithm,30,70
241,Standard Algorithm,60,115
241,Standard Algorithm,120,135
242,Improved Algorithm,15,-325
242,Improved Algorithm,30,125
242,Improved Algorithm,60,135
242,Improved Algorithm,120,155
242,Standard Algorithm,15,-495
242,Standard Algorithm,30,70
242,Standard Algorithm,60,115
242,Standard Algorithm,120,135
243,Improved Algorithm,15,-325
243,Improved Algorithm,30,125
243,Improved Algorithm,60,135
243,Improved Algorithm,120,155
243,Standard Algorithm,15,-495
243,Standard Algorithm,30,70
243,Standard Algorithm,60,115
243,Standard Algorithm,120,135
244,Improved Algorithm,15,-325
244,Improved Algorithm,30,125
244,Improved Algorithm,60,135
244,Improved Algorithm,120,155
244,Standard Algorithm,15,-495
244,Standard Algorithm,30,70
244,Standard Algorithm,60,115
244,Standard Algorithm,120,135
245,Improved Algorithm,15,-325
245,Improved Algorithm,30,125
245,Improved Algorithm,60,135
245,Improved Algorithm,120,155
245,Standard Algorithm,15,-495
245,Standard Algorithm,30,70
245,Standard Algorithm,60,115
245,Standard Algorithm,120,135
246,Improved Algorithm,15,-325
246,Improved Algorithm,30,125
246,Improved Algorithm,60,135
246,Improved Algorithm,120,155
246,Standard Algorithm,15,-495
246,Standard Algorithm,30,70
246,Standard Algorithm,60,115
246,Standard Algorithm,120,135
247,Improved Algorithm,15,-325
247,Improved Algorithm,30,125
247,Improved Algorithm,60,135
247,Improved Algorithm,120,155
247,Standard Algorithm,15,-495
247,Standard Algorithm,30,70
247,Standard Algorithm,60,115
247,Standard Algorithm,120,135
248,Improved Algorithm,15,-325
248,Improved Algorithm,30,125
248,Improved Algorithm,60,135
248,Improved Algorithm,120,155
248,Standard Algorithm,15,-495
248,Standard Algorithm,30,70
248,Standard Algorithm,60,115
248,Standard Algorithm,120,135
249,Improved Algorithm,15,-325
249,Improved Algorithm,30,125
249,Improved Algorithm,60,135
249,Improved Algorithm,120,155
249,Standard Algorithm,15,-495
249,Standard Algorithm,30,70
249,Standard Algorithm,60,115
249,Standard Algorithm,120,135
250,Improved Algorithm,15,-325
250,Improved Algorithm,30,125
250,Improved Algorithm,60,135
250,Improved Algorithm,120,155
250,Standard Algorithm,15,-495
250,Standard Algorithm,30,70
250,Standard Algorithm,60,115
250,Standard Algorithm,120,135
251,Improved Algorithm,15,-325
251,Improved Algorithm,30,125
251,Improved Algorithm,60,135
251,Improved Algorithm,120,155
251,Standard Algorithm,15,-495
251,Standard Algorithm,30,75
251,Standard Algorithm,60,120
251,Standard Algorithm,120,135
252,Improved Algorithm,15,-325
252,Improved Algorithm,30,125
252,Improved Algorithm,60,135
252,Improved Algorithm,120,155
252,Standard Algorithm,15,-495
252,Standard Algorithm,30,75
252,Standard Algorithm,60,120
252,Standard Algorithm,120,135
253,Improved Algorithm,15,-325
253,Improved Algorithm,30,125
253,Improved Algorithm,60,135
253,Improved Algorithm,120,155
253,Standard Algorithm,15,-495
253,Standard Algorithm,30,75
253,Standard Algorithm,60,120
253,Standard Algorithm,120,135
254,Improved Algorithm,15,-325
254,Improved Algorithm,30,125
254,Improved Algorithm,60,135
254,Improved Algorithm,120,155
254,Standard Algorithm,15,-495
254,Standard Algorithm,30,75
254,Standard Algorithm,60,120
254,Standard Algorithm,120,135
255,Improved Algorithm,15,-325
255,Improved Algorithm,30,125
255,Improved Algorithm,60,135
255,Improved Algorithm,120,155
255,Standard Algorithm,15,-495
255,Standard Algorithm,30,75
255,Standard Algorithm,60,120
255,Standard Algorithm,120,135
256,Improved Algorithm,15,-325
256,Improved Algorithm,30,125
256,Improved Algorithm,60,135
256,Improved Algorithm,120,155
256,Standard Algorithm,15,-495
256,Standard Algorithm,30,75
256,Standard Algorithm,60,120
256,Standard Algorithm,120,135
257,Improved Algorithm,15,-325
257,Improved Algorithm,30,125
257,Improved Algorithm,60,140
257,Improved Algorithm,120,155
257,Standard Algorithm,15,-495
257,Standard Algorithm,30,85
257,Standard Algorithm,60,120
257,Standard Algorithm,120,135
258,Improved Algorithm,15,-325
258,Improved Algorithm,30,125
258,Improved Algorithm,60,140
258,Improved Algorithm,120,155
258,Standard Algorithm,15,-495
258,Standard Algorithm,30,85
258,Standard Algorithm,60,120
258,Standard Algorithm,120,135
259,Improved Algorithm,15,-325
259,Improved Algorithm,30,125
259,Improved Algorithm,60,140
259,Improved Algorithm,120,155
259,Standard Algorithm,15,-495
259,Standard Algorithm,30,85
259,Standard Algorithm,60,120
259,Standard Algorithm,120,135
260,Improved Algorithm,15,-325
260,Improved Algorithm,30,125
260,Improved Algorithm,60,140
260,Improved Algorithm,120,155
260,Standard Algorithm,15,-495
260,Standard Algorithm,30,85
260,Standard Algorithm,60,120
260,Standard Algorithm,120,135
261,Improved Algorithm,15,-325
261,Improved Algorithm,30,125
261,Improved Algorithm,60,140
261,Improved Algorithm,120,155
261,Standard Algorithm,15,-495
261,Standard Algorithm,30,85
261,Standard Algorithm,60,125
261,Standard Algorithm,120,135
262,Improved Algorithm,15,-325
262,Improved Algorithm,30,125
262,Improved Algorithm,60,140
262,Improved Algorithm,120,155
262,Standard Algorithm,15,-495
262,Standard Algorithm,30,85
262,Standard Algorithm,60,125
262,Standard Algorithm,120,135
263,Improved Algorithm,15,-325
263,Improved Algorithm,30,125
263,Improved Algorithm,60,140
263,Improved Algorithm,120,155
263,Standard Algorithm,15,-495
263,Standard Algorithm,30,85
263,Standard Algorithm,60,125
263,Standard Algorithm,120,135
264,Improved Algorithm,15,-325
264,Improved Algorithm,30,125
264,Improved Algorithm,60,140
264,Improved Algorithm,120,155
264,Standard Algorithm,15,-495
264,Standard Algorithm,30,85
264,Standard Algorithm,60,125
264,Standard Algorithm,120,135
265,Improved Algorithm,15,-325
265,Improved Algorithm,30,125
265,Improved Algorithm,60,140
265,Improved Algorithm,120,155
265,Standard Algorithm,15,-495
265,Standard Algorithm,30,85
265,Standard Algorithm,60,125
265,Standard Algorithm,120,135
266,Improved Algorithm,15,-325
266,Improved Algorithm,30,125
266,Improved Algorithm,60,140
266,Improved Algorithm,120,155
266,Standard Algorithm,15,-495
266,Standard Algorithm,30,90
266,Standard Algorithm,60,125
266,Standard Algorithm,120,140
267,Improved Algorithm,15,-325
267,Improved Algorithm,30,125
267,Improved Algorithm,60,140
267,Improved Algorithm,120,155
267,Standard Algorithm,15,-495
267,Standard Algorithm,30,90
267,Standard Algorithm,60,125
267,Standard Algorithm,120,140
268,Improved Algorithm,15,-325
268,Improved Algorithm,30,125
268,Improved Algorithm,60,140
268,Improved Algorithm,120,155
268,Standard Algorithm,15,-495
268,Standard Algorithm,30,90
268,Standard Algorithm,60,125
268,Standard Algorithm,120,140
269,Improved Algorithm,15,-325
269,Improved Algorithm,30,125
269,Improved Algorithm,60,140
269,Improved Algorithm,120,155
269,Standard Algorithm,15,-495
269,Standard Algorithm,30,90
269,Standard Algorithm,60,125
269,Standard Algorithm,120,140
270,Improved Algorithm,15,-325
270,Improved Algorithm,30,125
270,Improved Algorithm,60,140
270,Improved Algorithm,120,155
270,Standard Algorithm,15,-495
270,Standard Algorithm,30,90
270,Standard Algorithm,60,130
270,Standard Algorithm,120,140
271,Improved Algorithm,15,-325
271,Improved Algorithm,30,125
271,Improved Algorithm,60,140
271,Improved Algorithm,120,155
271,Standard Algorithm,15,-495
271,Standard Algorithm,30,90
271,Standard Algorithm,60,130
271,Standard Algorithm,120,140
272,Improved Algorithm,15,-325
272,Improved Algorithm,30,125
272,Improved Algorithm,60,140
272,Improved Algorithm,120,155
272,Standard Algorithm,15,-495
272,Standard Algorithm,30,90
272,Standard Algorithm,60,130
272,Standard Algorithm,120,140
273,Improved Algorithm,15,-325
273,Improved Algorithm,30,125
273,Improved Algorithm,60,140
273,Improved Algorithm,120,160
273,Standard Algorithm,15,-495
273,Standard Algorithm,30,90
273,Standard Algorithm,60,130
273,Standard Algorithm,120,140
274,Improved Algorithm,15,-325
274,Improved Algorithm,30,125
274,Improved Algorithm,60,140
274,Improved Algorithm,120,160
274,Standard Algorithm,15,-495
274,Standard Algorithm,30,90
274,Standard Algorithm,60,130
274,Standard Algorithm,120,140
275,Improved Algorithm,15,-325
275,Improved Algorithm,30,125
275,Improved Algorithm,60,145
275,Improved Algorithm,120,160
275,Standard Algorithm,15,-495
275,Standard Algorithm,30,90
275,Standard Algorithm,60,130
275,Standard Algorithm,120,140
276,Improved Algorithm,15,-325
276,Improved Algorithm,30,125
276,Improved Algorithm,60,145
276,Improved Algorithm,120,160
276,Standard Algorithm,15,-495
276,Standard Algorithm,30,90
276,Standard Algorithm,60,130
276,Standard Algorithm,120,140
277,Improved Algorithm,15,-325
277,Improved Algorithm,30,125
277,Improved Algorithm,60,145
277,Improved Algorithm,120,160
277,Standard Algorithm,15,-495
277,Standard Algorithm,30,90
277,Standard Algorithm,60,130
277,Standard Algorithm,120,140
278,Improved Algorithm,15,-325
278,Improved Algorithm,30,125
278,Improved Algorithm,60,145
278,Improved Algorithm,120,160
278,Standard Algorithm,15,-495
278,Standard Algorithm,30,95
278,Standard Algorithm,60,130
278,Standard Algorithm,120,140
279,Improved Algorithm,15,-325
279,Improved Algorithm,30,125
279,Improved Algorithm,60,145
279,Improved Algorithm,120,160
279,Standard Algorithm,15,-495
279,Standard Algorithm,30,95
279,Standard Algorithm,60,130
279,Standard Algorithm,120,140
280,Improved Algorithm,15,-325
280,Improved Algorithm,30,125
280,Improved Algorithm,60,145
280,Improved Algorithm,120,160
280,Standard Algorithm,15,-495
280,Standard Algorithm,30,95
280,Standard Algorithm,60,130
280,Standard Algorithm,120,140
281,Improved Algorithm,15,-325
281,Improved Algorithm,30,125
281,Improved Algorithm,60,145
281,Improved Algorithm,120,160
281,Standard Algorithm,15,-495
281,Standard Algorithm,30,95
281,Standard Algorithm,60,130
281,Standard Algorithm,120,140
282,Improved Algorithm,15,-325
282,Improved Algorithm,30,125
282,Improved Algorithm,60,145
282,Improved Algorithm,120,160
282,Standard Algorithm,15,-495
282,Standard Algorithm,30,95
282,Standard Algorithm,60,130
282,Standard Algorithm,120,140
283,Improved Algorithm,15,-325
283,Improved Algorithm,30,125
283,Improved Algorithm,60,145
283,Improved Algorithm,120,160
283,Standard Algorithm,15,-495
283,Standard Algorithm,30,95
283,Standard Algorithm,60,130
283,Standard Algorithm,120,140
284,Improved Algorithm,15,-325
284,Improved Algorithm,30,125
284,Improved Algorithm,60,145
284,Improved Algorithm,120,160
284,Standard Algorithm,15,-495
284,Standard Algorithm,30,95
284,Standard Algorithm,60,130
284,Standard Algorithm,120,145
285,Improved Algorithm,15,-325
285,Improved Algorithm,30,125
285,Improved Algorithm,60,145
285,Improved Algorithm,120,160
285,Standard Algorithm,15,-495
285,Standard Algorithm,30,95
285,Standard Algorithm,60,130
285,Standard Algorithm,120,145
286,Improved Algorithm,15,-325
286,Improved Algorithm,30,125
286,Improved Algorithm,60,145
286,Improved Algorithm,120,160
286,Standard Algorithm,15,-495
286,Standard Algorithm,30,95
286,Standard Algorithm,60,130
286,Standard Algorithm,120,145
287,Improved Algorithm,15,-325
287,Improved Algorithm,30,125
287,Improved Algorithm,60,145
287,Improved Algorithm,120,160
287,Standard Algorithm,15,-495
287,Standard Algorithm,30,95
287,Standard Algorithm,60,130
287,Standard Algorithm,120,145
288,Improved Algorithm,15,-325
288,Improved Algorithm,30,125
288,Improved Algorithm,60,145
288,Improved Algorithm,120,160
288,Standard Algorithm,15,-495
288,Standard Algorithm,30,95
288,Standard Algorithm,60,130
288,Standard Algorithm,120,145
289,Improved Algorithm,15,-325
289,Improved Algorithm,30,125
289,Improved Algorithm,60,145
289,Improved Algorithm,120,160
289,Standard Algorithm,15,-495
289,Standard Algorithm,30,95
289,Standard Algorithm,60,130
289,Standard Algorithm,120,145
290,Improved Algorithm,15,-325
290,Improved Algorithm,30,125
290,Improved Algorithm,60,145
290,Improved Algorithm,120,160
290,Standard Algorithm,15,-495
290,Standard Algorithm,30,95
290,Standard Algorithm,60,130
290,Standard Algorithm,120,145
291,Improved Algorithm,15,-325
291,Improved Algorithm,30,125
291,Improved Algorithm,60,145
291,Improved Algorithm,120,160
291,Standard Algorithm,15,-495
291,Standard Algorithm,30,95
291,Standard Algorithm,60,140
291,Standard Algorithm,120,145
292,Improved Algorithm,15,-325
292,Improved Algorithm,30,125
292,Improved Algorithm,60,145
292,Improved Algorithm,120,160
292,Standard Algorithm,15,-495
292,Standard Algorithm,30,95
292,Standard Algorithm,60,140
292,Standard Algorithm,120,145
293,Improved Algorithm,15,-325
293,Improved Algorithm,30,125
293,Improved Algorithm,60,145
293,Improved Algorithm,120,160
293,Standard Algorithm,15,-495
293,Standard Algorithm,30,95
293,Standard Algorithm,60,140
293,Standard Algorithm,120,145
294,Improved Algorithm,15,-325
294,Improved Algorithm,30,125
294,Improved Algorithm,60,145
294,Improved Algorithm,120,160
294,Standard Algorithm,15,-495
294,Standard Algorithm,30,95
294,Standard Algorithm,60,140
294,Standard Algorithm,120,145
295,Improved Algorithm,15,-325
295,Improved Algorithm,30,125
295,Improved Algorithm,60,145
295,Improved Algorithm,120,160
295,Standard Algorithm,15,-495
295,Standard Algorithm,30,95
295,Standard Algorithm,60,140
295,Standard Algorithm,120,145
296,Improved Algorithm,15,-325
296,Improved Algorithm,30,125
296,Improved Algorithm,60,145
296,Improved Algorithm,120,160
296,Standard Algorithm,15,-495
296,Standard Algorithm,30,95
296,Standard Algorithm,60,140
296,Standard Algorithm,120,145
297,Improved Algorithm,15,-325
297,Improved Algorithm,30,125
297,Improved Algorithm,60,145
297,Improved Algorithm,120,160
297,Standard Algorithm,15,-495
297,Standard Algorithm,30,95
297,Standard Algorithm,60,140
297,Standard Algorithm,120,145
298,Improved Algorithm,15,-325
298,Improved Algorithm,30,125
298,Improved Algorithm,60,145
298,Improved Algorithm,120,160
298,Standard Algorithm,15,-495
298,Standard Algorithm,30,95
298,Standard Algorithm,60,140
298,Standard Algorithm,120,145
299,Improved Algorithm,15,-325
299,Improved Algorithm,30,125
299,Improved Algorithm,60,145
299,Improved Algorithm,120,165
299,Standard Algorithm,15,-495
299,Standard Algorithm,30,95
299,Standard Algorithm,60,140
299,Standard Algorithm,120,145
300,Improved Algorithm,15,-325
300,Improved Algorithm,30,125
300,Improved Algorithm,60,145
300,Improved Algorithm,120,165
300,Standard Algorithm,15,-495
300,Standard Algorithm,30,105
300,Standard Algorithm,60,140
300,Standard Algorithm,120,145
301,Improved Algorithm,15,-325
301,Improved Algorithm,30,125
301,Improved Algorithm,60,145
301,Improved Algorithm,120,165
301,Standard Algorithm,15,-495
301,Standard Algorithm,30,105
301,Standard Algorithm,60,140
301,Standard Algorithm,120,145
302,Improved Algorithm,15,-325
302,Improved Algorithm,30,125
302,Improved Algorithm,60,145
302,Improved Algorithm,120,165
302,Standard Algorithm,15,-495
302,Standard Algorithm,30,105
302,Standard Algorithm,60,140
302,Standard Algorithm,120,145
303,Improved Algorithm,15,-325
303,Improved Algorithm,30,125
303,Improved Algorithm,60,145
303,Improved Algorithm,120,165
303,Standard Algorithm,15,-495
303,Standard Algorithm,30,105
303,Standard Algorithm,60,145
303,Standard Algorithm,120,145
304,Improved Algorithm,15,-325
304,Improved Algorithm,30,125
304,Improved Algorithm,60,145
304,Improved Algorithm,120,165
304,Standard Algorithm,15,-495
304,Standard Algorithm,30,105
304,Standard Algorithm,60,145
304,Standard Algorithm,120,145
305,Improved Algorithm,15,-325
305,Improved Algorithm,30,125
305,Improved Algorithm,60,145
305,Improved Algorithm,120,165
305,Standard Algorithm,15,-495
305,Standard Algorithm,30,105
305,Standard Algorithm,60,145
305,Standard Algorithm,120,145
306,Improved Algorithm,15,-325
306,Improved Algorithm,30,125
306,Improved Algorithm,60,145
306,Improved Algorithm,120,165
306,Standard Algorithm,15,-495
306,Standard Algorithm,30,105
306,Standard Algorithm,60,145
306,Standard Algorithm,120,145
307,Improved Algorithm,15,-325
307,Improved Algorithm,30,125
307,Improved Algorithm,60,145
307,Improved Algorithm,120,165
307,Standard Algorithm,15,-495
307,Standard Algorithm,30,105
307,Standard Algorithm,60,145
307,Standard Algorithm,120,145
308,Improved Algorithm,15,-325
308,Improved Algorithm,30,125
308,Improved Algorithm,60,145
308,Improved Algorithm,120,165
308,Standard Algorithm,15,-495
308,Standard Algorithm,30,105
308,Standard Algorithm,60,145
308,Standard Algorithm,120,145
309,Improved Algorithm,15,-325
309,Improved Algorithm,30,125
309,Improved Algorithm,60,145
309,Improved Algorithm,120,165
309,Standard Algorithm,15,-495
309,Standard Algorithm,30,105
309,Standard Algorithm,60,145
309,Standard Algorithm,120,145
310,Improved Algorithm,15,-325
310,Improved Algorithm,30,125
310,Improved Algorithm,60,145
310,Improved Algorithm,120,165
310,Standard Algorithm,15,-495
310,Standard Algorithm,30,105
310,Standard Algorithm,60,145
310,Standard Algorithm,120,150
311,Improved Algorithm,15,-325
311,Improved Algorithm,30,125
311,Improved Algorithm,60,145
311,Improved Algorithm,120,165
311,Standard Algorithm,15,-495
311,Standard Algorithm,30,105
311,Standard Algorithm,60,145
311,Standard Algorithm,120,150
312,Improved Algorithm,15,-325
312,Improved Algorithm,30,130
312,Improved Algorithm,60,145
312,Improved Algorithm,120,165
312,Standard Algorithm,15,-495
312,Standard Algorithm,30,105
312,Standard Algorithm,60,145
312,Standard Algorithm,120,150
313,Improved Algorithm,15,-325
313,Improved Algorithm,30,130
313,Improved Algorithm,60,145
313,Improved Algorithm,120,165
313,Standard Algorithm,15,-495
313,Standard Algorithm,30,105
313,Standard Algorithm,60,145
313,Standard Algorithm,120,150
314,Improved Algorithm,15,-325
314,Improved Algorithm,30,130
314,Improved Algorithm,60,150
314,Improved Algorithm,120,165
314,Standard Algorithm,15,-495
314,Standard Algorithm,30,105
314,Standard Algorithm,60,145
314,Standard Algorithm,120,150
315,Improved Algorithm,15,-325
315,Improved Algorithm,30,130
315,Improved Algorithm,60,150
315,Improved Algorithm,120,165
315,Standard Algorithm,15,-495
315,Standard Algorithm,30,120
315,Standard Algorithm,60,145
315,Standard Algorithm,120,150
316,Improved Algorithm,15,-325
316,Improved Algorithm,30,130
316,Improved Algorithm,60,150
316,Improved Algorithm,120,165
316,Standard Algorithm,15,-495
316,Standard Algorithm,30,120
316,Standard Algorithm,60,145
316,Standard Algorithm,120,150
317,Improved Algorithm,15,-325
317,Improved Algorithm,30,130
317,Improved Algorithm,60,150
317,Improved Algorithm,120,165
317,Standard Algorithm,15,-495
317,Standard Algorithm,30,120
317,Standard Algorithm,60,145
317,Standard Algorithm,120,150
318,Improved Algorithm,15,-325
318,Improved Algorithm,30,130
318,Improved Algorithm,60,150
318,Improved Algorithm,120,165
318,Standard Algorithm,15,-495
318,Standard Algorithm,30,120
318,Standard Algorithm,60,145
318,Standard Algorithm,120,150
319,Improved Algorithm,15,-325
319,Improved Algorithm,30,130
319,Improved Algorithm,60,150
319,Improved Algorithm,120,165
319,Standard Algorithm,15,-495
319,Standard Algorithm,30,120
319,Standard Algorithm,60,145
319,Standard Algorithm,120,150
320,Improved Algorithm,15,-325
320,Improved Algorithm,30,130
320,Improved Algorithm,60,150
320,Improved Algorithm,120,165
320,Standard Algorithm,15,-495
320,Standard Algorithm,30,120
320,Standard Algorithm,60,150
320,Standard Algorithm,120,150
321,Improved Algorithm,15,-325
321,Improved Algorithm,30,130
321,Improved Algorithm,60,150
321,Improved Algorithm,120,165
321,Standard Algorithm,15,-495
321,Standard Algorithm,30,120
321,Standard Algorithm,60,150
321,Standard Algorithm,120,150
322,Improved Algorithm,15,-325
322,Improved Algorithm,30,130
322,Improved Algorithm,60,150
322,Improved Algorithm,120,165
322,Standard Algorithm,15,-495
322,Standard Algorithm,30,120
322,Standard Algorithm,60,150
322,Standard Algorithm,120,150
323,Improved Algorithm,15,-325
323,Improved Algorithm,30,130
323,Improved Algorithm,60,150
323,Improved Algorithm,120,165
323,Standard Algorithm,15,-495
323,Standard Algorithm,30,120
323,Standard Algorithm,60,150
323,Standard Algorithm,120,150
324,Improved Algorithm,15,-325
324,Improved Algorithm,30,130
324,Improved Algorithm,60,150
324,Improved Algorithm,120,165
324,Standard Algorithm,15,-495
324,Standard Algorithm,30,120
324,Standard Algorithm,60,150
324,Standard Algorithm,120,150
325,Improved Algorithm,15,-325
325,Improved Algorithm,30,130
325,Improved Algorithm,60,150
325,Improved Algorithm,120,165
325,Standard Algorithm,15,-495
325,Standard Algorithm,30,125
325,Standard Algorithm,60,150
325,Standard Algorithm,120,150
326,Improved Algorithm,15,-325
326,Improved Algorithm,30,130
326,Improved Algorithm,60,150
326,Improved Algorithm,120,165
326,Standard Algorithm,15,-495
326,Standard Algorithm,30,125
326,Standard Algorithm,60,150
326,Standard Algorithm,120,150
327,Improved Algorithm,15,-325
327,Improved Algorithm,30,130
327,Improved Algorithm,60,150
327,Improved Algorithm,120,165
327,Standard Algorithm,15,-495
327,Standard Algorithm,30,125
327,Standard Algorithm,60,150
327,Standard Algorithm,120,150
328,Improved Algorithm,15,-325
328,Improved Algorithm,30,130
328,Improved Algorithm,60,150
328,Improved Algorithm,120,165
328,Standard Algorithm,15,-495
328,Standard Algorithm,30,125
328,Standard Algorithm,60,150
328,Standard Algorithm,120,150
329,Improved Algorithm,15,-325
329,Improved Algorithm,30,130
329,Improved Algorithm,60,150
329,Improved Algorithm,120,165
329,Standard Algorithm,15,-495
329,Standard Algorithm,30,125
329,Standard Algorithm,60,150
329,Standard Algorithm,120,150
330,Improved Algorithm,15,-325
330,Improved Algorithm,30,130
330,Improved Algorithm,60,150
330,Improved Algorithm,120,165
330,Standard Algorithm,15,-495
330,Standard Algorithm,30,125
330,Standard Algorithm,60,150
330,Standard Algorithm,120,150
331,Improved Algorithm,15,-325
331,Improved Algorithm,30,130
331,Improved Algorithm,60,150
331,Improved Algorithm,120,165
331,Standard Algorithm,15,-495
331,Standard Algorithm,30,125
331,Standard Algorithm,60,150
331,Standard Algorithm,120,150
332,Improved Algorithm,15,-325
332,Improved Algorithm,30,135
332,Improved Algorithm,60,150
332,Improved Algorithm,120,165
332,Standard Algorithm,15,-495
332,Standard Algorithm,30,125
332,Standard Algorithm,60,150
332,Standard Algorithm,120,150
333,Improved Algorithm,15,-325
333,Improved Algorithm,30,135
333,Improved Algorithm,60,150
333,Improved Algorithm,120,165
333,Standard Algorithm,15,-495
333,Standard Algorithm,30,125
333,Standard Algorithm,60,150
333,Standard Algorithm,120,155
334,Improved Algorithm,15,-325
334,Improved Algorithm,30,145
334,Improved Algorithm,60,150
334,Improved Algorithm,120,165
334,Standard Algorithm,15,-495
334,Standard Algorithm,30,125
334,Standard Algorithm,60,150
334,Standard Algorithm,120,155
335,Improved Algorithm,15,-325
335,Improved Algorithm,30,145
335,Improved Algorithm,60,150
335,Improved Algorithm,120,165
335,Standard Algorithm,15,-495
335,Standard Algorithm,30,125
335,Standard Algorithm,60,150
335,Standard Algorithm,120,155
336,Improved Algorithm,15,-325
336,Improved Algorithm,30,145
336,Improved Algorithm,60,150
336,Improved Algorithm,120,165
336,Standard Algorithm,15,-495
336,Standard Algorithm,30,125
336,Standard Algorithm,60,150
336,Standard Algorithm,120,155
337,Improved Algorithm,15,-325
337,Improved Algorithm,30,145
337,Improved Algorithm,60,150
337,Improved Algorithm,120,165
337,Standard Algorithm,15,-495
337,Standard Algorithm,30,125
337,Standard Algorithm,60,150
337,Standard Algorithm,120,155
338,Improved Algorithm,15,-325
338,Improved Algorithm,30,145
338,Improved Algorithm,60,150
338,Improved Algorithm,120,165
338,Standard Algorithm,15,-495
338,Standard Algorithm,30,125
