generation_no,run_desc,population_size,Sum of fitness
108,Improved Algorithm,120,15
108,Standard Algorithm,15,-1020
108,Standard Algorithm,30,-315
108,Standard Algorithm,60,-115
108,Standard Algorithm,120,-55
109,Improved Algorithm,15,-690
109,Improved Algorithm,30,-145
109,Improved Algorithm,60,-35
109,Improved Algorithm,120,15
109,Standard Algorithm,15,-1020
109,Standard Algorithm,30,-310
109,Standard Algorithm,60,-115
109,Standard Algorithm,120,-55
110,Improved Algorithm,15,-690
110,Improved Algorithm,30,-145
110,Improved Algorithm,60,-35
110,Improved Algorithm,120,15
110,Standard Algorithm,15,-1020
110,Standard Algorithm,30,-310
110,Standard Algorithm,60,-115
110,Standard Algorithm,120,-55
111,Improved Algorithm,15,-690
111,Improved Algorithm,30,-145
111,Improved Algorithm,60,-30
111,Improved Algorithm,120,15
111,Standard Algorithm,15,-1020
111,Standard Algorithm,30,-310
111,Standard Algorithm,60,-95
111,Standard Algorithm,120,-50
112,Improved Algorithm,15,-690
112,Improved Algorithm,30,-140
112,Improved Algorithm,60,-30
112,Improved Algorithm,120,20
112,Standard Algorithm,15,-1020
112,Standard Algorithm,30,-310
112,Standard Algorithm,60,-95
112,Standard Algorithm,120,-50
113,Improved Algorithm,15,-690
113,Improved Algorithm,30,-140
113,Improved Algorithm,60,-30
113,Improved Algorithm,120,20
113,Standard Algorithm,15,-1020
113,Standard Algorithm,30,-310
113,Standard Algorithm,60,-95
113,Standard Algorithm,120,-50
114,Improved Algorithm,15,-690
114,Improved Algorithm,30,-140
114,Improved Algorithm,60,-20
114,Improved Algorithm,120,20
114,Standard Algorithm,15,-1020
114,Standard Algorithm,30,-310
114,Standard Algorithm,60,-90
114,Standard Algorithm,120,-45
115,Improved Algorithm,15,-690
115,Improved Algorithm,30,-140
115,Improved Algorithm,60,-15
115,Improved Algorithm,120,25
115,Standard Algorithm,15,-1020
115,Standard Algorithm,30,-310
115,Standard Algorithm,60,-75
115,Standard Algorithm,120,-40
116,Improved Algorithm,15,-690
116,Improved Algorithm,30,-140
116,Improved Algorithm,60,-15
116,Improved Algorithm,120,40
116,Standard Algorithm,15,-1020
116,Standard Algorithm,30,-300
116,Standard Algorithm,60,-75
116,Standard Algorithm,120,-40
117,Improved Algorithm,15,-690
117,Improved Algorithm,30,-140
117,Improved Algorithm,60,0
117,Improved Algorithm,120,40
117,Standard Algorithm,15,-1020
117,Standard Algorithm,30,-290
117,Standard Algorithm,60,-75
117,Standard Algorithm,120,-35
118,Improved Algorithm,15,-690
118,Improved Algorithm,30,-135
118,Improved Algorithm,60,0
118,Improved Algorithm,120,45
118,Standard Algorithm,15,-1020
118,Standard Algorithm,30,-290
118,Standard Algorithm,60,-70
118,Standard Algorithm,120,-30
119,Improved Algorithm,15,-690
119,Improved Algorithm,30,-135
119,Improved Algorithm,60,10
119,Improved Algorithm,120,45
119,Standard Algorithm,15,-1020
119,Standard Algorithm,30,-290
119,Standard Algorithm,60,-60
119,Standard Algorithm,120,-10
120,Improved Algorithm,15,-690
120,Improved Algorithm,30,-135
120,Improved Algorithm,60,15
120,Improved Algorithm,120,45
120,Standard Algorithm,15,-1020
120,Standard Algorithm,30,-290
120,Standard Algorithm,60,-60
120,Standard Algorithm,120,-10
121,Improved Algorithm,15,-690
121,Improved Algorithm,30,-135
121,Improved Algorithm,60,15
121,Improved Algorithm,120,50
121,Standard Algorithm,15,-1020
121,Standard Algorithm,30,-290
121,Standard Algorithm,60,-50
121,Standard Algorithm,120,-10
122,Improved Algorithm,15,-690
122,Improved Algorithm,30,-135
122,Improved Algorithm,60,15
122,Improved Algorithm,120,60
122,Standard Algorithm,15,-1020
122,Standard Algorithm,30,-285
122,Standard Algorithm,60,-45
122,Standard Algorithm,120,-10
123,Improved Algorithm,15,-690
123,Improved Algorithm,30,-125
123,Improved Algorithm,60,25
123,Improved Algorithm,120,60
123,Standard Algorithm,15,-1020
123,Standard Algorithm,30,-280
123,Standard Algorithm,60,-45
123,Standard Algorithm,120,0
124,Improved Algorithm,15,-690
124,Improved Algorithm,30,-125
124,Improved Algorithm,60,25
124,Improved Algorithm,120,60
124,Standard Algorithm,15,-1020
124,Standard Algorithm,30,-265
124,Standard Algorithm,60,-40
124,Standard Algorithm,120,0
125,Improved Algorithm,15,-690
125,Improved Algorithm,30,-125
125,Improved Algorithm,60,35
125,Improved Algorithm,120,65
125,Standard Algorithm,15,-1020
125,Standard Algorithm,30,-265
125,Standard Algorithm,60,-40
125,Standard Algorithm,120,10
126,Improved Algorithm,15,-690
126,Improved Algorithm,30,-125
126,Improved Algorithm,60,35
126,Improved Algorithm,120,65
126,Standard Algorithm,15,-1020
126,Standard Algorithm,30,-265
126,Standard Algorithm,60,-35
126,Standard Algorithm,120,10
127,Improved Algorithm,15,-690
127,Improved Algorithm,30,-125
127,Improved Algorithm,60,45
127,Improved Algorithm,120,65
127,Standard Algorithm,15,-1020
127,Standard Algorithm,30,-265
127,Standard Algorithm,60,-35
127,Standard Algorithm,120,10
128,Improved Algorithm,15,-690
128,Improved Algorithm,30,-125
128,Improved Algorithm,60,45
128,Improved Algorithm,120,65
128,Standard Algorithm,15,-1020
128,Standard Algorithm,30,-265
128,Standard Algorithm,60,-35
128,Standard Algorithm,120,20
129,Improved Algorithm,15,-660
129,Improved Algorithm,30,-125
129,Improved Algorithm,60,45
129,Improved Algorithm,120,65
129,Standard Algorithm,15,-1020
129,Standard Algorithm,30,-265
129,Standard Algorithm,60,-30
129,Standard Algorithm,120,20
130,Improved Algorithm,15,-660
130,Improved Algorithm,30,-125
130,Improved Algorithm,60,50
130,Improved Algorithm,120,70
130,Standard Algorithm,15,-1020
130,Standard Algorithm,30,-255
130,Standard Algorithm,60,-30
130,Standard Algorithm,120,25
131,Improved Algorithm,15,-660
131,Improved Algorithm,30,-115
131,Improved Algorithm,60,50
131,Improved Algorithm,120,70
131,Standard Algorithm,15,-1020
131,Standard Algorithm,30,-255
131,Standard Algorithm,60,-30
131,Standard Algorithm,120,25
132,Improved Algorithm,15,-660
132,Improved Algorithm,30,-115
132,Improved Algorithm,60,50
132,Improved Algorithm,120,75
132,Standard Algorithm,15,-1020
132,Standard Algorithm,30,-250
132,Standard Algorithm,60,-25
132,Standard Algorithm,120,25
133,Improved Algorithm,15,-660
133,Improved Algorithm,30,-115
133,Improved Algorithm,60,50
133,Improved Algorithm,120,75
133,Standard Algorithm,15,-1020
133,Standard Algorithm,30,-245
133,Standard Algorithm,60,-25
133,Standard Algorithm,120,25
134,Improved Algorithm,15,-660
134,Improved Algorithm,30,-115
134,Improved Algorithm,60,55
134,Improved Algorithm,120,75
134,Standard Algorithm,15,-1020
134,Standard Algorithm,30,-245
134,Standard Algorithm,60,-10
134,Standard Algorithm,120,25
135,Improved Algorithm,15,-660
135,Improved Algorithm,30,-115
135,Improved Algorithm,60,55
135,Improved Algorithm,120,80
135,Standard Algorithm,15,-1020
135,Standard Algorithm,30,-245
135,Standard Algorithm,60,-10
135,Standard Algorithm,120,30
136,Improved Algorithm,15,-660
136,Improved Algorithm,30,-115
136,Improved Algorithm,60,65
136,Improved Algorithm,120,80
136,Standard Algorithm,15,-1020
136,Standard Algorithm,30,-245
136,Standard Algorithm,60,-10
136,Standard Algorithm,120,30
137,Improved Algorithm,15,-660
137,Improved Algorithm,30,-110
137,Improved Algorithm,60,65
137,Improved Algorithm,120,80
137,Standard Algorithm,15,-1020
137,Standard Algorithm,30,-225
137,Standard Algorithm,60,-10
137,Standard Algorithm,120,30
138,Improved Algorithm,15,-660
138,Improved Algorithm,30,-95
138,Improved Algorithm,60,65
138,Improved Algorithm,120,80
138,Standard Algorithm,15,-1020
138,Standard Algorithm,30,-225
138,Standard Algorithm,60,0
138,Standard Algorithm,120,35
139,Improved Algorithm,15,-660
139,Improved Algorithm,30,-95
139,Improved Algorithm,60,65
139,Improved Algorithm,120,85
139,Standard Algorithm,15,-1020
139,Standard Algorithm,30,-225
139,Standard Algorithm,60,5
139,Standard Algorithm,120,45
140,Improved Algorithm,15,-660
140,Improved Algorithm,30,-95
140,Improved Algorithm,60,65
140,Improved Algorithm,120,85
140,Standard Algorithm,15,-1020
140,Standard Algorithm,30,-225
140,Standard Algorithm,60,5
140,Standard Algorithm,120,45
141,Improved Algorithm,15,-660
141,Improved Algorithm,30,-95
141,Improved Algorithm,60,65
141,Improved Algorithm,120,90
141,Standard Algorithm,15,-1020
141,Standard Algorithm,30,-225
141,Standard Algorithm,60,5
141,Standard Algorithm,120,45
142,Improved Algorithm,15,-660
142,Improved Algorithm,30,-95
142,Improved Algorithm,60,70
142,Improved Algorithm,120,95
142,Standard Algorithm,15,-1020
142,Standard Algorithm,30,-225
142,Standard Algorithm,60,5
142,Standard Algorithm,120,45
143,Improved Algorithm,15,-660
143,Improved Algorithm,30,-85
143,Improved Algorithm,60,70
143,Improved Algorithm,120,95
143,Standard Algorithm,15,-1020
143,Standard Algorithm,30,-210
143,Standard Algorithm,60,5
143,Standard Algorithm,120,45
144,Improved Algorithm,15,-660
144,Improved Algorithm,30,-75
144,Improved Algorithm,60,70
144,Improved Algorithm,120,100
144,Standard Algorithm,15,-1020
144,Standard Algorithm,30,-210
144,Standard Algorithm,60,5
144,Standard Algorithm,120,50
145,Improved Algorithm,15,-660
145,Improved Algorithm,30,-75
145,Improved Algorithm,60,70
145,Improved Algorithm,120,100
145,Standard Algorithm,15,-1020
145,Standard Algorithm,30,-210
145,Standard Algorithm,60,10
145,Standard Algorithm,120,50
146,Improved Algorithm,15,-660
146,Improved Algorithm,30,-75
146,Improved Algorithm,60,70
146,Improved Algorithm,120,105
146,Standard Algorithm,15,-1020
146,Standard Algorithm,30,-195
146,Standard Algorithm,60,10
146,Standard Algorithm,120,50
147,Improved Algorithm,15,-660
147,Improved Algorithm,30,-75
147,Improved Algorithm,60,70
147,Improved Algorithm,120,105
147,Standard Algorithm,15,-1020
147,Standard Algorithm,30,-195
147,Standard Algorithm,60,10
147,Standard Algorithm,120,60
148,Improved Algorithm,15,-660
148,Improved Algorithm,30,-75
148,Improved Algorithm,60,70
148,Improved Algorithm,120,105
148,Standard Algorithm,15,-1020
148,Standard Algorithm,30,-180
148,Standard Algorithm,60,10
148,Standard Algorithm,120,60
149,Improved Algorithm,15,-660
149,Improved Algorithm,30,-70
149,Improved Algorithm,60,70
149,Improved Algorithm,120,110
149,Standard Algorithm,15,-1020
149,Standard Algorithm,30,-180
149,Standard Algorithm,60,15
149,Standard Algorithm,120,60
150,Improved Algorithm,15,-660
150,Improved Algorithm,30,-65
150,Improved Algorithm,60,70
150,Improved Algorithm,120,110
150,Standard Algorithm,15,-1020
150,Standard Algorithm,30,-180
150,Standard Algorithm,60,15
150,Standard Algorithm,120,60
151,Improved Algorithm,15,-660
151,Improved Algorithm,30,-65
151,Improved Algorithm,60,85
151,Improved Algorithm,120,110
151,Standard Algorithm,15,-1020
151,Standard Algorithm,30,-170
151,Standard Algorithm,60,15
151,Standard Algorithm,120,70
152,Improved Algorithm,15,-660
152,Improved Algorithm,30,-65
152,Improved Algorithm,60,85
152,Improved Algorithm,120,110
152,Standard Algorithm,15,-1020
152,Standard Algorithm,30,-170
152,Standard Algorithm,60,25
152,Standard Algorithm,120,70
153,Improved Algorithm,15,-660
153,Improved Algorithm,30,-65
153,Improved Algorithm,60,85
153,Improved Algorithm,120,110
153,Standard Algorithm,15,-1020
153,Standard Algorithm,30,-160
153,Standard Algorithm,60,25
153,Standard Algorithm,120,70
154,Improved Algorithm,15,-660
154,Improved Algorithm,30,-65
154,Improved Algorithm,60,85
154,Improved Algorithm,120,115
154,Standard Algorithm,15,-1020
154,Standard Algorithm,30,-160
154,Standard Algorithm,60,25
154,Standard Algorithm,120,75
155,Improved Algorithm,15,-660
155,Improved Algorithm,30,-65
155,Improved Algorithm,60,90
155,Improved Algorithm,120,115
155,Standard Algorithm,15,-1020
155,Standard Algorithm,30,-155
155,Standard Algorithm,60,25
155,Standard Algorithm,120,80
156,Improved Algorithm,15,-660
156,Improved Algorithm,30,-55
156,Improved Algorithm,60,95
156,Improved Algorithm,120,115
156,Standard Algorithm,15,-1020
156,Standard Algorithm,30,-155
156,Standard Algorithm,60,25
156,Standard Algorithm,120,80
157,Improved Algorithm,15,-660
157,Improved Algorithm,30,-55
157,Improved Algorithm,60,95
157,Improved Algorithm,120,115
157,Standard Algorithm,15,-1020
157,Standard Algorithm,30,-150
157,Standard Algorithm,60,25
157,Standard Algorithm,120,85
158,Improved Algorithm,15,-660
158,Improved Algorithm,30,-45
158,Improved Algorithm,60,95
158,Improved Algorithm,120,115
158,Standard Algorithm,15,-1020
158,Standard Algorithm,30,-150
158,Standard Algorithm,60,25
158,Standard Algorithm,120,85
159,Improved Algorithm,15,-660
159,Improved Algorithm,30,-45
159,Improved Algorithm,60,95
159,Improved Algorithm,120,120
159,Standard Algorithm,15,-1020
159,Standard Algorithm,30,-150
159,Standard Algorithm,60,25
159,Standard Algorithm,120,85
160,Improved Algorithm,15,-660
160,Improved Algorithm,30,-45
160,Improved Algorithm,60,95
160,Improved Algorithm,120,125
160,Standard Algorithm,15,-1020
160,Standard Algorithm,30,-150
160,Standard Algorithm,60,30
160,Standard Algorithm,120,90
161,Improved Algorithm,15,-660
161,Improved Algorithm,30,-45
161,Improved Algorithm,60,95
161,Improved Algorithm,120,125
161,Standard Algorithm,15,-1020
161,Standard Algorithm,30,-145
161,Standard Algorithm,60,35
161,Standard Algorithm,120,90
162,Improved Algorithm,15,-660
162,Improved Algorithm,30,-35
162,Improved Algorithm,60,105
162,Improved Algorithm,120,125
162,Standard Algorithm,15,-1020
162,Standard Algorithm,30,-145
162,Standard Algorithm,60,35
162,Standard Algorithm,120,90
163,Improved Algorithm,15,-660
163,Improved Algorithm,30,-35
163,Improved Algorithm,60,105
163,Improved Algorithm,120,125
163,Standard Algorithm,15,-1020
163,Standard Algorithm,30,-140
163,Standard Algorithm,60,35
163,Standard Algorithm,120,95
164,Improved Algorithm,15,-660
164,Improved Algorithm,30,-35
164,Improved Algorithm,60,105
164,Improved Algorithm,120,125
164,Standard Algorithm,15,-1020
164,Standard Algorithm,30,-140
164,Standard Algorithm,60,35
164,Standard Algorithm,120,95
165,Improved Algorithm,15,-660
165,Improved Algorithm,30,-35
165,Improved Algorithm,60,105
165,Improved Algorithm,120,125
165,Standard Algorithm,15,-1020
165,Standard Algorithm,30,-140
165,Standard Algorithm,60,35
165,Standard Algorithm,120,100
166,Improved Algorithm,15,-660
166,Improved Algorithm,30,-20
166,Improved Algorithm,60,105
166,Improved Algorithm,120,135
166,Standard Algorithm,15,-1020
166,Standard Algorithm,30,-130
166,Standard Algorithm,60,35
166,Standard Algorithm,120,105
167,Improved Algorithm,15,-660
167,Improved Algorithm,30,-20
167,Improved Algorithm,60,120
167,Improved Algorithm,120,140
167,Standard Algorithm,15,-1020
167,Standard Algorithm,30,-125
167,Standard Algorithm,60,35
167,Standard Algorithm,120,105
168,Improved Algorithm,15,-660
168,Improved Algorithm,30,-20
168,Improved Algorithm,60,120
168,Improved Algorithm,120,145
168,Standard Algorithm,15,-1020
168,Standard Algorithm,30,-125
168,Standard Algorithm,60,35
168,Standard Algorithm,120,110
169,Improved Algorithm,15,-660
169,Improved Algorithm,30,-20
169,Improved Algorithm,60,120
169,Improved Algorithm,120,155
169,Standard Algorithm,15,-1020
169,Standard Algorithm,30,-125
169,Standard Algorithm,60,35
169,Standard Algorithm,120,110
170,Improved Algorithm,15,-660
170,Improved Algorithm,30,-20
170,Improved Algorithm,60,120
170,Improved Algorithm,120,155
170,Standard Algorithm,15,-1020
170,Standard Algorithm,30,-125
170,Standard Algorithm,60,35
170,Standard Algorithm,120,110
171,Improved Algorithm,15,-660
171,Improved Algorithm,30,-20
171,Improved Algorithm,60,120
171,Improved Algorithm,120,155
171,Standard Algorithm,15,-1020
171,Standard Algorithm,30,-125
171,Standard Algorithm,60,40
171,Standard Algorithm,120,110
172,Improved Algorithm,15,-660
172,Improved Algorithm,30,-10
172,Improved Algorithm,60,125
172,Improved Algorithm,120,155
172,Standard Algorithm,15,-1020
172,Standard Algorithm,30,-125
172,Standard Algorithm,60,50
172,Standard Algorithm,120,110
173,Improved Algorithm,15,-660
173,Improved Algorithm,30,-10
173,Improved Algorithm,60,130
173,Improved Algorithm,120,155
173,Standard Algorithm,15,-1020
173,Standard Algorithm,30,-120
173,Standard Algorithm,60,55
173,Standard Algorithm,120,110
174,Improved Algorithm,15,-660
174,Improved Algorithm,30,-10
174,Improved Algorithm,60,130
174,Improved Algorithm,120,155
174,Standard Algorithm,15,-1020
174,Standard Algorithm,30,-120
174,Standard Algorithm,60,55
174,Standard Algorithm,120,110
175,Improved Algorithm,15,-660
175,Improved Algorithm,30,-5
175,Improved Algorithm,60,130
175,Improved Algorithm,120,165
175,Standard Algorithm,15,-1020
175,Standard Algorithm,30,-120
175,Standard Algorithm,60,55
175,Standard Algorithm,120,110
176,Improved Algorithm,15,-660
176,Improved Algorithm,30,-5
176,Improved Algorithm,60,130
176,Improved Algorithm,120,165
176,Standard Algorithm,15,-1020
176,Standard Algorithm,30,-120
176,Standard Algorithm,60,55
176,Standard Algorithm,120,115
177,Improved Algorithm,15,-660
177,Improved Algorithm,30,-5
177,Improved Algorithm,60,130
177,Improved Algorithm,120,165
177,Standard Algorithm,15,-1020
177,Standard Algorithm,30,-120
177,Standard Algorithm,60,60
177,Standard Algorithm,120,115
178,Improved Algorithm,15,-660
178,Improved Algorithm,30,-5
178,Improved Algorithm,60,130
178,Improved Algorithm,120,165
178,Standard Algorithm,15,-1020
178,Standard Algorithm,30,-120
178,Standard Algorithm,60,65
178,Standard Algorithm,120,115
179,Improved Algorithm,15,-660
179,Improved Algorithm,30,-5
179,Improved Algorithm,60,135
179,Improved Algorithm,120,165
179,Standard Algorithm,15,-1020
179,Standard Algorithm,30,-115
179,Standard Algorithm,60,65
179,Standard Algorithm,120,115
180,Improved Algorithm,15,-660
180,Improved Algorithm,30,5
180,Improved Algorithm,60,135
180,Improved Algorithm,120,165
180,Standard Algorithm,15,-1020
180,Standard Algorithm,30,-115
180,Standard Algorithm,60,65
180,Standard Algorithm,120,115
181,Improved Algorithm,15,-660
181,Improved Algorithm,30,10
181,Improved Algorithm,60,135
181,Improved Algorithm,120,170
181,Standard Algorithm,15,-1020
181,Standard Algorithm,30,-115
181,Standard Algorithm,60,65
181,Standard Algorithm,120,115
182,Improved Algorithm,15,-660
182,Improved Algorithm,30,10
182,Improved Algorithm,60,135
182,Improved Algorithm,120,170
182,Standard Algorithm,15,-1020
182,Standard Algorithm,30,-115
182,Standard Algorithm,60,70
182,Standard Algorithm,120,115
183,Improved Algorithm,15,-660
183,Improved Algorithm,30,25
183,Improved Algorithm,60,135
183,Improved Algorithm,120,170
183,Standard Algorithm,15,-1020
183,Standard Algorithm,30,-100
183,Standard Algorithm,60,70
183,Standard Algorithm,120,120
184,Improved Algorithm,15,-660
184,Improved Algorithm,30,25
184,Improved Algorithm,60,135
184,Improved Algorithm,120,170
184,Standard Algorithm,15,-1020
184,Standard Algorithm,30,-100
184,Standard Algorithm,60,70
184,Standard Algorithm,120,120
185,Improved Algorithm,15,-660
185,Improved Algorithm,30,25
185,Improved Algorithm,60,135
185,Improved Algorithm,120,170
185,Standard Algorithm,15,-1020
185,Standard Algorithm,30,-100
185,Standard Algorithm,60,70
185,Standard Algorithm,120,120
186,Improved Algorithm,15,-660
186,Improved Algorithm,30,25
186,Improved Algorithm,60,135
186,Improved Algorithm,120,170
186,Standard Algorithm,15,-1020
186,Standard Algorithm,30,-100
186,Standard Algorithm,60,70
186,Standard Algorithm,120,120
187,Improved Algorithm,15,-660
187,Improved Algorithm,30,25
187,Improved Algorithm,60,135
187,Improved Algorithm,120,175
187,Standard Algorithm,15,-1020
187,Standard Algorithm,30,-95
187,Standard Algorithm,60,75
187,Standard Algorithm,120,120
188,Improved Algorithm,15,-660
188,Improved Algorithm,30,25
188,Improved Algorithm,60,135
188,Improved Algorithm,120,175
188,Standard Algorithm,15,-1020
188,Standard Algorithm,30,-95
188,Standard Algorithm,60,75
188,Standard Algorithm,120,120
189,Improved Algorithm,15,-660
189,Improved Algorithm,30,25
189,Improved Algorithm,60,140
189,Improved Algorithm,120,175
189,Standard Algorithm,15,-1020
189,Standard Algorithm,30,-95
189,Standard Algorithm,60,75
189,Standard Algorithm,120,120
190,Improved Algorithm,15,-660
190,Improved Algorithm,30,25
190,Improved Algorithm,60,140
190,Improved Algorithm,120,175
190,Standard Algorithm,15,-1020
190,Standard Algorithm,30,-85
190,Standard Algorithm,60,75
190,Standard Algorithm,120,125
191,Improved Algorithm,15,-660
191,Improved Algorithm,30,25
191,Improved Algorithm,60,140
191,Improved Algorithm,120,175
191,Standard Algorithm,15,-1020
191,Standard Algorithm,30,-80
191,Standard Algorithm,60,85
191,Standard Algorithm,120,125
192,Improved Algorithm,15,-660
192,Improved Algorithm,30,25
192,Improved Algorithm,60,140
192,Improved Algorithm,120,175
192,Standard Algorithm,15,-1020
192,Standard Algorithm,30,-80
192,Standard Algorithm,60,85
192,Standard Algorithm,120,125
193,Improved Algorithm,15,-660
193,Improved Algorithm,30,25
193,Improved Algorithm,60,140
193,Improved Algorithm,120,185
193,Standard Algorithm,15,-1020
193,Standard Algorithm,30,-80
193,Standard Algorithm,60,85
193,Standard Algorithm,120,125
194,Improved Algorithm,15,-660
194,Improved Algorithm,30,25
194,Improved Algorithm,60,140
194,Improved Algorithm,120,185
194,Standard Algorithm,15,-1020
194,Standard Algorithm,30,-80
194,Standard Algorithm,60,85
194,Standard Algorithm,120,135
195,Improved Algorithm,15,-660
195,Improved Algorithm,30,25
195,Improved Algorithm,60,140
195,Improved Algorithm,120,185
195,Standard Algorithm,15,-1020
195,Standard Algorithm,30,-80
195,Standard Algorithm,60,85
195,Standard Algorithm,120,135
196,Improved Algorithm,15,-660
196,Improved Algorithm,30,25
196,Improved Algorithm,60,140
196,Improved Algorithm,120,185
196,Standard Algorithm,15,-1020
196,Standard Algorithm,30,-80
196,Standard Algorithm,60,85
196,Standard Algorithm,120,135
197,Improved Algorithm,15,-660
197,Improved Algorithm,30,25
197,Improved Algorithm,60,140
197,Improved Algorithm,120,185
197,Standard Algorithm,15,-1020
197,Standard Algorithm,30,-80
197,Standard Algorithm,60,85
197,Standard Algorithm,120,135
198,Improved Algorithm,15,-660
198,Improved Algorithm,30,25
198,Improved Algorithm,60,140
198,Improved Algorithm,120,185
198,Standard Algorithm,15,-1020
198,Standard Algorithm,30,-80
198,Standard Algorithm,60,85
198,Standard Algorithm,120,135
199,Improved Algorithm,15,-660
199,Improved Algorithm,30,30
199,Improved Algorithm,60,140
199,Improved Algorithm,120,185
199,Standard Algorithm,15,-1020
199,Standard Algorithm,30,-80
199,Standard Algorithm,60,85
199,Standard Algorithm,120,140
200,Improved Algorithm,15,-660
200,Improved Algorithm,30,30
200,Improved Algorithm,60,140
200,Improved Algorithm,120,185
200,Standard Algorithm,15,-1020
200,Standard Algorithm,30,-80
200,Standard Algorithm,60,90
200,Standard Algorithm,120,140
201,Improved Algorithm,15,-660
201,Improved Algorithm,30,35
201,Improved Algorithm,60,140
201,Improved Algorithm,120,190
201,Standard Algorithm,15,-1020
201,Standard Algorithm,30,-80
201,Standard Algorithm,60,90
201,Standard Algorithm,120,150
202,Improved Algorithm,15,-660
202,Improved Algorithm,30,35
202,Improved Algorithm,60,140
202,Improved Algorithm,120,190
202,Standard Algorithm,15,-1020
202,Standard Algorithm,30,-80
202,Standard Algorithm,60,95
202,Standard Algorithm,120,150
203,Improved Algorithm,15,-660
203,Improved Algorithm,30,35
203,Improved Algorithm,60,140
203,Improved Algorithm,120,190
203,Standard Algorithm,15,-1020
203,Standard Algorithm,30,-80
203,Standard Algorithm,60,95
203,Standard Algorithm,120,150
204,Improved Algorithm,15,-660
204,Improved Algorithm,30,35
204,Improved Algorithm,60,140
204,Improved Algorithm,120,190
204,Standard Algorithm,15,-1020
204,Standard Algorithm,30,-70
204,Standard Algorithm,60,95
204,Standard Algorithm,120,150
205,Improved Algorithm,15,-660
205,Improved Algorithm,30,40
205,Improved Algorithm,60,140
205,Improved Algorithm,120,190
205,Standard Algorithm,15,-1020
205,Standard Algorithm,30,-70
205,Standard Algorithm,60,100
205,Standard Algorithm,120,155
206,Improved Algorithm,15,-660
206,Improved Algorithm,30,45
206,Improved Algorithm,60,145
206,Improved Algorithm,120,190
206,Standard Algorithm,15,-1020
206,Standard Algorithm,30,-70
206,Standard Algorithm,60,100
206,Standard Algorithm,120,155
207,Improved Algorithm,15,-660
207,Improved Algorithm,30,45
207,Improved Algorithm,60,145
207,Improved Algorithm,120,190
207,Standard Algorithm,15,-1020
207,Standard Algorithm,30,-70
207,Standard Algorithm,60,100
207,Standard Algorithm,120,155
208,Improved Algorithm,15,-660
208,Improved Algorithm,30,45
208,Improved Algorithm,60,145
208,Improved Algorithm,120,195
208,Standard Algorithm,15,-1020
208,Standard Algorithm,30,-70
208,Standard Algorithm,60,100
208,Standard Algorithm,120,155
209,Improved Algorithm,15,-660
209,Improved Algorithm,30,45
209,Improved Algorithm,60,145
209,Improved Algorithm,120,200
209,Standard Algorithm,15,-1020
209,Standard Algorithm,30,-70
209,Standard Algorithm,60,105
209,Standard Algorithm,120,155
210,Improved Algorithm,15,-660
210,Improved Algorithm,30,45
210,Improved Algorithm,60,155
210,Improved Algorithm,120,200
210,Standard Algorithm,15,-1020
210,Standard Algorithm,30,-70
210,Standard Algorithm,60,115
210,Standard Algorithm,120,155
211,Improved Algorithm,15,-660
211,Improved Algorithm,30,45
211,Improved Algorithm,60,155
211,Improved Algorithm,120,200
211,Standard Algorithm,15,-1020
211,Standard Algorithm,30,-70
211,Standard Algorithm,60,115
211,Standard Algorithm,120,155
212,Improved Algorithm,15,-660
212,Improved Algorithm,30,45
212,Improved Algorithm,60,155
212,Improved Algorithm,120,200
212,Standard Algorithm,15,-1020
212,Standard Algorithm,30,-50
212,Standard Algorithm,60,115
212,Standard Algorithm,120,155
213,Improved Algorithm,15,-660
213,Improved Algorithm,30,45
213,Improved Algorithm,60,155
213,Improved Algorithm,120,200
213,Standard Algorithm,15,-1020
213,Standard Algorithm,30,-50
213,Standard Algorithm,60,115
213,Standard Algorithm,120,155
214,Improved Algorithm,15,-660
214,Improved Algorithm,30,45
214,Improved Algorithm,60,155
214,Improved Algorithm,120,200
214,Standard Algorithm,15,-1020
214,Standard Algorithm,30,-50
214,Standard Algorithm,60,115
214,Standard Algorithm,120,155
215,Improved Algorithm,15,-660
215,Improved Algorithm,30,45
215,Improved Algorithm,60,155
215,Improved Algorithm,120,205
215,Standard Algorithm,15,-1020
215,Standard Algorithm,30,-50
215,Standard Algorithm,60,115
215,Standard Algorithm,120,155
216,Improved Algorithm,15,-660
216,Improved Algorithm,30,55
216,Improved Algorithm,60,155
216,Improved Algorithm,120,215
216,Standard Algorithm,15,-1020
216,Standard Algorithm,30,-45
216,Standard Algorithm,60,125
216,Standard Algorithm,120,155
217,Improved Algorithm,15,-660
217,Improved Algorithm,30,55
217,Improved Algorithm,60,160
217,Improved Algorithm,120,215
217,Standard Algorithm,15,-1020
217,Standard Algorithm,30,-45
217,Standard Algorithm,60,125
217,Standard Algorithm,120,155
218,Improved Algorithm,15,-660
218,Improved Algorithm,30,55
218,Improved Algorithm,60,160
218,Improved Algorithm,120,215
218,Standard Algorithm,15,-1020
218,Standard Algorithm,30,-45
218,Standard Algorithm,60,125
218,Standard Algorithm,120,155
219,Improved Algorithm,15,-660
219,Improved Algorithm,30,55
219,Improved Algorithm,60,160
219,Improved Algorithm,120,215
219,Standard Algorithm,15,-1020
219,Standard Algorithm,30,-45
219,Standard Algorithm,60,125
219,Standard Algorithm,120,155
